,tweet_id,airline,text,sentiment,pred
16,5.7027106414135296e+17,United,@united I flew United last month and the experience was AWESOME!,1.0,2
17,5.678522640999997e+17,Delta,@JetBlue Accepting #Apple Pay - Mobile Enterprise http://t.co/Ci5cfrlqBe,2.0,1
18,5.678483741136937e+17,United,@united $55 cab ride to dfw from love got me my bag. Reimburse?,0.0,1
19,5.696787873838572e+17,Delta,@JetBlue ill call in the morning. too upset right now.,2.0,0
20,5.695229230290412e+17,Southwest,@SouthwestAir @AARP #tfw1 Appreciate the tweet back - It was unexpected.,1.0,2
21,5.695523748822999e+17,United,@united what's the status of flight 1008 Bogotá-Houston?,0.0,1
22,5.6991718338543206e+17,American,@AmericanAir literally just stopped allowing people to wait in line for customer service. Incredible. From worst to no customer service.,0.0,0
23,5.696776608901161e+17,American,"@AmericanAir I really want to get home. Tonight, preferably. Please stop delaying my plane 😢😕😦 #AmericanAirlines",0.0,0
24,5.695676290834309e+17,US Airways,@USAirways I've been on hold at the reservations desk for 3 hours. HELP!!!!,0.0,0
25,5.687616939976745e+17,Delta,@JetBlue Denver-Boston 2/10 flight 994  and Boston-Denver 2/15 flight 493 (both planes!) visible snack crumbs on seats on all upon boarding,0.0,2
26,5.701144511200748e+17,American,"@AmericanAir nothing to do with Mother Nature, more like poor commutation.",0.0,0
27,5.698704423889838e+17,US Airways,@USAirways you would rather a while plane get exposed to a nasty contagious virus then work wth me to get my flight changed to a Late Flightr date,0.0,0
28,5.699680235929436e+17,Delta,"@JetBlue hi guys, do you have a general enquires email address please? Thanks David.",1.0,1
29,5.682624816988037e+17,United,"@united we finally just arrive to Bogota, good but long flight!!",2.0,2
30,5.702468392257454e+17,American,@AmericanAir Oh that seems to have undone the seat selections in MCE. We only wanted the CX card on there to select the free seats,1.0,1
31,5.681728435209504e+17,Delta,"@JetBlue I like Marie Harf go to Iraiq find ISIS and spread good, and offer resume service to ISIS in order to find jobs @marieharf",1.0,1
32,5.6843814267355546e+17,US Airways,@USAirways I've been on hold for 40 minutes just to get a receipt. I know you guys are busy but I think it's time to higher more staff!,0.0,0
33,5.696038756713964e+17,United,"@united Your baggage tracking system is worthless! It tells me nothing about where the bag is, much less what your plans are to get it to me",0.0,0
34,5.694839875649618e+17,US Airways,"@USAirways was on hd for 1hr and 3min at 3:00am since my flgt  from DCA to MSY was Cancelled Flightled, still trying to get out. On hold now 50minssss",0.0,0
35,5.700044213520016e+17,US Airways,@USAirways  I will never fly us airways again.,0.0,0
36,5.6898409890923725e+17,United,"@united not even mentioning how rude the customer service was to us. As a business owner, I'd be mortified if my employees acted as yours",0.0,0
37,5.6775655653690976e+17,Southwest,@SouthwestAir I understand a delay but to be stuck on the plane longer than the flight is unacceptable,0.0,0
38,5.698526573277389e+17,American,"@AmericanAir Stuck in Miami, and one of the worst customer experiences I have ever had. Will be sure to let everyone know about my time w/AA",0.0,0
39,5.699384879205664e+17,US Airways,@USAirways yes. It says bag is being delivered. The local number says Not Open. Asked main # for cust service got hung up on.,0.0,0
40,5.686323949299589e+17,Virgin America,@VirginAmerica momma I made it! 😁😁😁,2.0,2
41,5.68175537258156e+17,Delta,@JetBlue is the worst. I have to postpone my trip and they can't accommodate guests like @SouthwestAir #NeverAgain,0.0,0
42,5.7029867925030496e+17,American,@AmericanAir u r horrible.went online to Cancelled Flight flight-no button-4that.Called CS &amp;wait time 40 mins&amp;put in my #.800#called&amp;it hungupNOHELP,0.0,0
43,5.702904213368136e+17,US Airways,@USAirways thank you!!,2.0,2
44,5.697210391581737e+17,American,"@AmericanAir lies,lies,lies.  Worst travel experience of my life. Day 2 no clothes on vaca.  #lostluggage #unprofessional #pit #mia",0.0,0
45,5.689550771652608e+17,Delta,@JetBlue saved the day:) @Expedia lost a costumer #jetblue #makingthingseasy #feelbetter,0.0,2
46,5.6839187887128576e+17,Delta,@jetblue trading customer experience for short term $$. So sad for this (previous?) loyal customer. https://t.co/dFmvmiBH4x,0.0,0
47,5.6919254917003264e+17,United,@united what's the hold up with flight 6475 from SLC to DEN??,0.0,1
48,5.695929817428787e+17,American,http://t.co/EIw2sYb8Fu roberts&amp;s=1 @AmericanAir,0.0,1
49,5.6838530326778266e+17,United,"@united Hi, booked a flight yesterday and received an email w/ confirmation number but today I got this error ""no active flight segments""",1.0,0
50,5.67768417038762e+17,US Airways,@USAirways done,0.0,1
51,5.696349189737513e+17,American,"@AmericanAir Cancelled Flightled my flight, didn't notify me, and I can only rebook by phone, but can't get through to an agent. Epic. Fail.",0.0,0
52,5.6969177200093184e+17,American,@AmericanAir plz kys I have been sitting in this plane for an hour I want to leave,0.0,0
53,5.692561071867822e+17,Southwest,@SouthwestAir but if my bag makes it with me to Greenville tonight then all is forgiven. #HighHopes,0.0,1
54,5.6907520510622925e+17,Southwest,@SouthwestAir Anyone answering phone this morning at 800IFLYSWA? On hold 51 minutes and counting...,0.0,0
55,5.699893400523448e+17,Southwest,"@SouthwestAir prove it, Cuz the southwest people here don't even know why it's behind schedule.",0.0,0
56,5.702656261465129e+17,American,"@AmericanAir actually, online indicates the only seating available is at a premium cost..why not allow seat selection at time of purchase",0.0,1
57,5.69615109363929e+17,Virgin America,@VirginAmerica Can you find us a flt out of LAX that is sooner than midnight on Monday? That would be great customer service 😃,1.0,1
58,5.692783474417992e+17,United,@united Your social listening capabilities are awful if this is the reply for the context in which you were mentioned @stevelord212,0.0,0
59,5.692963561430508e+17,United,@united congratulations united. Fail again. Sky at a gate with a plane full of people waiting on 2. Weather gets worse now we can't leave.,0.0,0
60,5.696596684124078e+17,American,@AmericanAir I still am not on a flight. Ive been here allll day and now we're not boarding because we're waiting for catering?,0.0,0
61,5.68923827788505e+17,Southwest,@SouthwestAir here we go again. Delayed in Chicago why offer the 630 flight if you never intend to fly it,0.0,0
62,5.6995078585914566e+17,US Airways,"@USAirways It's 838. We boarded and we are waiting now to take off, hopefully.",2.0,0
63,5.702538594125292e+17,American,@AmericanAir oh it's nothing my issue was already resolved and I am in the air,1.0,0
64,5.6996433202663424e+17,Southwest,@SouthwestAir Thanks for getting us to paradise safely! http://t.co/KDzQcZlpyR,0.0,2
65,5.703023582421156e+17,American,@AmericanAir thanks,2.0,2
66,5.690068011921613e+17,Delta,@JetBlue thanks anyways @SouthwestAir has my back! Awesome rate &amp; amazing customer service #nomoreaggravation,0.0,2
67,5.701120742499287e+17,American,@AmericanAir is the worst airline in the entire world. I only flew them because I had to and it was the nightmare I knew it would be.,0.0,0
68,5.6854396502639e+17,Southwest,@SouthwestAir iPhone App Adds Passbook Support #Airlines #Travel http://t.co/lJzDTHD9Bv,0.0,1
69,5.6961837114844365e+17,American,"@AmericanAir 245. I'm about to take off but one of your reps at a different gate was rude when I asked for assistance. Thanks, though.",0.0,0
70,5.702989189715763e+17,United,@united @CheerTymeDad So I can buy tix 3 days before flight but can't transfer the tix.  Flawed security logic. Flawed customer service,0.0,0
71,5.701516984899543e+17,United,@united it was UA flight 1001! Now I'm currently stuck in Portland because I missed my ride because of the 3 hour delay. #GetMartyHome,0.0,0
72,5.695860987725783e+17,Southwest,@SouthwestAir Boooo!!!!!!   Don't be like the other airlines!!  http://t.co/WHAGPknnLF,1.0,0
73,5.698568746040484e+17,US Airways,@USAirways Thank you. The website crashing for me.,0.0,1
74,5.694571481297797e+17,United,@united where is my bag?? I'm in Mexico about to go build a house &amp; my suitcase never got on my flight from CLE w me. I need it. SAN68059M,0.0,0
75,5.691996762825646e+17,Delta,"@JetBlue my mom's baggage is lost, in fly 1557 fort lauderdale-Bogotá today, Colombian employees treated us badly , need help please",0.0,0
76,5.698552051871908e+17,American,@AmericanAir cannot provide us alternative flight until 36 hours Late Flightr ruining our trip! #Cancelled Flightled #angry #problems #ruined.,0.0,0
77,5.6957777129223776e+17,US Airways,@USAirways never flying you guys again. your customer service is awful,0.0,0
78,5.703013951418368e+17,American,@AmericanAir r u serious?? 304min #delay with #AmericanAirlines #AA2444 #ohio - #dallas missed my connecting flight http://t.co/DNMsblzumr,0.0,0
79,5.681459839319696e+17,Delta,@JetBlue I thought the same thing after I sent it,1.0,1
80,5.6816803439487386e+17,Southwest,@SouthwestAir was wondering is there a reason why customer service is so busy? Been on hold past few days for many hours No answer Help plz,0.0,0
81,5.691769698726052e+17,Southwest,"@SouthwestAir are any flights leaving DC today? Flight was Cancelled Flightled, been on hold for over an hour.",0.0,0
82,5.699916063859671e+17,United,@united yes lots. You have terrible customer service at Newark and despite raising a complaint there we were ignored hence the tweet,0.0,0
83,5.681552891463639e+17,United,@united I will be stunned if my bags are in Hartford with me.  The ORD ground crew only had an hour to move my bags 200 yards,0.0,0
84,5.697475336411996e+17,US Airways,@USAirways is the worst airline to ever travel with.,0.0,0
85,5.681411116019261e+17,Southwest,@SouthwestAir did you pick the winners for the #DestinationDragons ?? #87yearsLate Flightr #maybeijustlost #whyyounoloveme,0.0,1
86,5.689583223066501e+17,US Airways,"@USAirways new slogan should be ""if you don't want to arrive on time, pick us""",0.0,0
87,5.688891163995258e+17,Southwest,@SouthwestAir please....can I have the last tickets for me and my best friend to #DestinationDragons http://t.co/eQqi1nfSZh,1.0,1
88,5.695583771786035e+17,US Airways,@USAirways @corybronze  INCONVENIENCE? Are you people freaking nuts? This guy has TWO KIDS WITH HIM and you STRAND him in an airport! #FAIL,0.0,0
89,5.688661063177462e+17,Southwest,@SouthwestAir @SAMoore10 Thank you for your kind response.  The acknowledgement and apology go a long way! #southwestrocks,2.0,2
90,5.6967929657217024e+17,American,@AmericanAir you set a schedule try and keep it !!! #AAALWAYSLate Flight,0.0,0
91,5.699097119626404e+17,American,@AmericanAir dmed the name,1.0,1
92,5.688178940307415e+17,United,@united love being told you would issue a refund when you couldn't get us out of the way of a hurricane to have it denied,0.0,0
93,5.703083096826757e+17,American,@AmericanAir why would I even consider continuing your point program when I received no perks or continued bad customer service? #senseless,0.0,0
94,5.6787089538301536e+17,Southwest,"@SouthwestAir Hey yea I got thru...everything is good now (well, in 7-10 days when the voucher goes through)  Appreciate it!",2.0,2
95,5.69940579221504e+17,Delta,Really ? 😑“@JetBlue: Our fleet's on fleek. http://t.co/V5QWkYXSW6”,0.0,1
96,5.684961761164576e+17,Southwest,@SouthwestAir can't DM you without you following me...,1.0,1
97,5.699392651546173e+17,Delta,@JetBlue which type plane is flt 1065 from bos to rsw?,1.0,1
98,5.689887579546788e+17,United,@united it most certainly was not.,0.0,0
99,5.693445984825466e+17,United,@United also ran out of water and refused service #costumerservice #legit #jk,0.0,0
100,5.692259584959529e+17,US Airways,"@USAirways Yes, it's February. Bad weather happens every winter. If you guys don't have the business sense to forecast that I'm at a loss.",0.0,0
101,5.691705908311328e+17,Southwest,@SouthwestAir DM sent.  Thank you.,2.0,1
102,5.69564566272811e+17,US Airways,@USAirways your mobile app is horrible!  Needs a major overhaul,0.0,0
103,5.677520098061312e+17,Southwest,@SouthwestAir no had to rebook my flight myself and am about to board in bham.,0.0,0
104,5.677323729979638e+17,US Airways,@USAirways flight #3900 fro ORF to PHL.,1.0,1
105,5.691481141935309e+17,Southwest,"@SouthwestAir Thanks 4 the great service, staff, letting me change my flight 5 times for free! PVD to the skies for me always on SWA!",2.0,2
106,5.6843087404958106e+17,Delta,@JetBlue better find a way to get me to Puerto Rico tomorrow morning besides charging us three times in cash what we originally paid,0.0,0
107,5.696864017357456e+17,American,@AmericanAir hi my flight to DFW 2463 was Cancelled Flightled tonight. Called in and left my number for call back it's been 3hrs please help.,0.0,0
108,5.6968824501911136e+17,American,@AmericanAir pathetic service,0.0,0
109,5.678860937496044e+17,United,"@united it's Late Flight... I'm tired and understandably edgy for trying to catch my flight. I wasn't chipper, but I def was not rude.",0.0,0
110,5.700636484686889e+17,American,@AmericanAir WHAT IS GOING ON?  This is pathetic. Online doesn't work and phone wants $25 to give a seat assignment.,0.0,0
111,5.682162865613742e+17,Virgin America,@VirginAmerica I am in seat 4C and I cannot even open my laptop; and I paid extra for this seat!!,0.0,0
112,5.685780572938076e+17,Southwest,@SouthwestAir Is there any way to get entry to the Las Vegas event to see @Imaginedragons perform? #DestinationDragons,1.0,1
113,5.6774584578186445e+17,Southwest,"@SouthwestAir thank you, someone finally answered and was able to change my flight that was Cancelled Flighted bc of ice. Thank you for response",2.0,2
114,5.696911000902738e+17,American,@AmericanAir You could only get us on a flight 30 minutes before the funeral starts. We're stranded in Dallas w/o luggage for 2 days,0.0,0
115,5.69520712379052e+17,United,@united DM'ed you,1.0,1
116,5.7008458278089926e+17,Virgin America,"@VirginAmerica awaiting my return phone call, just would prefer to use your online self-service option :(",0.0,0
117,5.6889250582934726e+17,United,@united we can't all be american airlines I suppose... http://t.co/0EWj7oKlji,1.0,1
118,5.702984115823944e+17,United,@united follow me please this airline is beautifull ♥,2.0,2
119,5.678047188867113e+17,Southwest,"@SouthwestAir You guys must have been swamped, even took our corporate travel a long time to get in, but everything worked out in the end.",2.0,2
120,5.7027164447362246e+17,United,"@united in addition, my first flight was delayed an hour and I'm arriving at my destination 8 hrs Late Flight.",0.0,0
121,5.689220575529779e+17,United,@united I need you...to be a better airline. ^LOL,0.0,0
122,5.696929829552374e+17,American,"@AmericanAir I have been trying to speak with an agent the whole day about my Cancelled Flightled flight, what I can do?",0.0,0
123,5.6849962904368736e+17,Delta,"@JetBlue as requested, here's selfie somewhere over the Rocky's. #milehighselfieclub http://t.co/A1ChOxKPJp",1.0,1
124,5.700828190258381e+17,American,@AmericanAir on our way now,1.0,1
125,5.6891135065667584e+17,Virgin America,@VirginAmerica your inflight team makes the experience #amazing!,2.0,2
126,5.700578710580797e+17,American,@AmericanAir we have posted your response on facebook for everyone to see people are appalled by your lack of concern,0.0,0
127,5.67737449938686e+17,Southwest,@SouthwestAir no flights out of #nashville today? Are you kidding me?!?! Why are other airlines flying and you're not?! So frustrated!!,0.0,0
128,5.681805256443986e+17,United,"@united #1007 Houston-Bogota with an engine problem, mechanics trying to ""fix"" the problem, safety first, better to change the plane",0.0,0
129,5.6964044699920384e+17,Southwest,@SouthwestAir My GF lost the promise ring I gave her on flight 2707 2/21/2015 SFO&gt;SNA. It's an infinity silver band ring. Please help!,1.0,1
130,5.6996789760013926e+17,American,"@AmericanAir Hello, question, How many balloons do you think it will take to life up one of your planes?",1.0,1
131,5.6919434837561344e+17,United,@united this is not true. Gate agents 100% caused this. And we're not helpful. Thanks for making me miss connection!! http://t.co/xAIzW2isml,0.0,0
132,5.685607867563664e+17,Delta,@JetBlue Guess I'll wait another 24 hrs in hopes rate goes down &amp; is more reasonable. Fingers crossed. Cutting it close to my travel dates.,0.0,0
133,5.69747170741465e+17,American,@AmericanAir Why offer automated call back option when agent is available only to call me &amp; have me sit on hold? At 12:30am. #onholdfordays,0.0,0
134,5.693339346701394e+17,US Airways,@USAirways First class service on US 769 PHL-MCO today from the flight attendant in F. I didn't catch her name but she was top notch!,2.0,2
135,5.6772853377113286e+17,US Airways,@USAirways your customer service is horrible,0.0,0
136,5.699682825323152e+17,United,"@united @campilley hahaha. If they weren't an American company, i would say this was great sarcasm!!",0.0,0
137,5.699474142637015e+17,American,@AmericanAir please do something about boarding at DCA 35X. Many delays + buses to planes on tarmac despite empty gates. Disorganized mess.,0.0,0
138,5.684165190734684e+17,Southwest,"@SouthwestAir aww thanks!! Other than that, love it!",2.0,2
139,5.7025710773757126e+17,US Airways,@USAirways I made it- thx.,2.0,2
140,5.688900622863852e+17,Virgin America,👍👍✈️✈️💗 When are you guys going to start flying to Paris? @VirginAmerica: @LizaUtter You're welcome.”,1.0,2
141,5.691811326855741e+17,United,"fuck you, @united and your shitty fucking information http://t.co/scQUjbvsTA",0.0,0
142,5.701994819432612e+17,US Airways,@USAirways @AmericanAir Day 3 &amp; still no luggage Chkd http://t.co/MbLTALr4BS STATUS=AWAITING ASGMNT TO DRIVER Since yest 10:15am,0.0,0
143,5.6993446061704e+17,American,"@AmericanAir @MattThomasNews When did American Airlines start flying to and from Siberia? Wait, this is the USA? Oy!",0.0,0
144,5.684185317773558e+17,Southwest,@SouthwestAir why the delay on Flight 423 BDL to MCO? Need to get to Florida for the ☀️&amp; races in Daytona,0.0,0
145,5.692297964016845e+17,United,@united nope.  no case id either time.,1.0,0
146,5.6864134286954496e+17,Delta,@JetBlue you don't remember our date Monday night back to NYC? #heartbroken,1.0,0
147,5.680801331957555e+17,United,"@united But why do people with no status get to buy an upgd at much less than cost ahead of premiers with earned ""confirmed"" certificates?",0.0,0
148,5.7025525658976666e+17,Southwest,"@SouthwestAir strives to be 'Customer Centric' in everything they do - communications, advertising, customer journey, etc. #ANAmarketers",2.0,1
149,5.6850153916747366e+17,Delta,@JetBlue's CEO battles to appease passengers and Wall Street - Waterbury Republican American http://t.co/5fmipW9dhi,2.0,1
150,5.681855169712046e+17,United,"@united hey awesome!  Thanks for the reply, will be filling the form out! @AmericanAir",2.0,2
151,5.6808847277215744e+17,Virgin America,@VirginAmerica to start 5xweekly #A319 flights from to #Dallas @DallasLoveField #Austin on 28APR #avgeek,1.0,1
152,5.686433571085312e+17,Delta,@JetBlue why are you making me stay in JFK until 2 am or Late Flightr? Just let me rebook without making me pay more,0.0,0
153,5.687599145140142e+17,Southwest,@SouthwestAir your employees at BWI have been amazing!,2.0,2
154,5.688929427707863e+17,Southwest,@SouthwestAir any spare tickets for Vegas? Would be forever grateful! #DestinationDragons,1.0,1
155,5.693145351039836e+17,Southwest,@SouthwestAir 9 hours at this airport and you can't move a bag from one plane to another! #furious,0.0,0
156,5.684482428048712e+17,Southwest,@SouthwestAir having trouble reFlight Booking Problems a Cancelled Flighted flight. no one picking up phones and your site isn't working.,0.0,0
157,5.6950870717805766e+17,Southwest,@SouthwestAir Make the world a better place: Visit an elderly relative.,0.0,1
158,5.7010270873419776e+17,Delta,@JetBlue the worst flying experience I've ever suffered through. I'd appreciate my money back.,0.0,0
159,5.696675171462226e+17,American,@AmericanAir who's your pick for best picture? I don't want to board your airline until I know,0.0,0
160,5.691887824922665e+17,US Airways,@USAirways no one at #clt knows about runway issues..my inbound flight was only one delayed..connection left without me..now I'm stuck!,0.0,0
161,5.677253879047209e+17,US Airways,"@USAirways thanks for the reply, hoping everything is cleared up in Charlotte by Monday",2.0,2
162,5.682051819906376e+17,Delta,@JetBlue #jetblue #sofly #wish #firststari seetonight http://t.co/pyJAoayNx6,1.0,1
163,5.6928853041917536e+17,Southwest,@SouthwestAir wifi on my plane but I gotta pay for it? Help your broke homegirl out✈️📱,0.0,0
164,5.7027563251873376e+17,American,@AmericanAir my key point of confusion is whether I can make this change even though the initial Flight Booking Problems was on US Airways metal?,0.0,0
165,5.700122575490704e+17,Virgin America,@VirginAmerica I'm #elevategold for a good reason: you rock!!,2.0,2
166,5.7022015436323226e+17,American,@AmericanAir That what I hoped - contacted them 3 wks ago about this but they have not responded and still issued in US funds. #frustrated,0.0,0
167,5.695488413614121e+17,Southwest,@SouthwestAir Arkansas Gov. plans to sign Governor SB-202 that legalizes discrimination of LGBT.Can you lend your voice to a state boycott?,0.0,1
168,5.682768059725701e+17,United,@united I can't tell/purchase through the website because they put us on a Lufthansa flight for the first leg.,0.0,1
169,5.67755891714175e+17,US Airways,@USAirways customer service at its finest,2.0,2
170,5.70224421194965e+17,American,"@AmericanAir thank you AA, this is how I always start my vacations http://t.co/dzKc3auZU9",2.0,2
171,5.684541574783264e+17,US Airways,@USAirways How about moving my seats to where I bought them 4 months ago? This happens far too often...,0.0,0
172,5.698663374276649e+17,United,@united Lisa J is amazing the guy not so much.,0.0,2
173,5.69772113378218e+17,American,@AmericanAir what sense is it to charge for a bag service when the service isn't great. Losing luggage and now missing items this is bs,0.0,0
174,5.678022552154604e+17,US Airways,"@USAirways  If you can waive a fee at time of Cancelled Flightation, you CAN WAIVE IT AT A FUTURE DATE! #usairways #ripoff #poorcustomerservice",0.0,0
175,5.685619384576901e+17,Delta,@JetBlue Has D.C. Thinking About Summer With New Nantucket Service - SYS-CON Media (PR) http://t.co/ZoFWLdQXbe,1.0,1
176,5.6790585565342106e+17,US Airways,"@USAirways that link leads to a website that won't open on a cell phone.  Good job, shocking that your airline is folding.",0.0,0
177,5.6935323000766464e+17,US Airways,@USAirways it is an extreme inconvenience to make ppl check bags when there's a lot of overhead space left. You lie so you're not at fault,0.0,0
178,5.687623930834493e+17,US Airways,@USAirways #428 delayed due to #frozentoilet #medicalissue #mechanicalissue #dispatchissue We've heard it all! #LetsGo,0.0,0
179,5.6879740177289216e+17,United,@united I did and then she made me feel guilty because it was economy plus and I didn't pay for the extra leg room,0.0,0
180,5.689867009842832e+17,United,@united awesome thank you very much for the help,2.0,2
181,5.6858272687551686e+17,Southwest,@SouthwestAir where is the great customer service I have come to know/expect; you LUV dropped by EB check in and no help in sight!,0.0,0
182,5.700709284256768e+17,US Airways,@USAirways but i bougth mc caren to jfk with same agency and delta airways . Delta refund money but usairways doesnt accept to refund,0.0,1
183,5.69832563403051e+17,Southwest,@SouthwestAir thank you for the confirmation. Maybe people on my flight have directional dislexia.,0.0,2
184,5.7028430821003264e+17,American,"@AmericanAir Its not that I wasn't offered ""perks"" by @USAirways.  I ASKED and was told, ""NO."" #thenewamerican",0.0,0
185,5.682785163090903e+17,Delta,@JetBlue could I get a free flight to Vegas since it's my bday😏☺️,1.0,1
186,5.681230893447332e+17,Delta,@JetBlue I sent you an email,1.0,1
187,5.699247932327854e+17,Delta,nope. RT @JetBlue: Our fleet's on fleek. http://t.co/9SHhTvIOTI,0.0,1
188,5.696593670011863e+17,American,@AmericanAir you should be contacting her for a refund - dm me and I will provide phone number,0.0,1
189,5.702187944146739e+17,American,@AmericanAir You sent me a cheque today which can’t be paid into a UK bank account. VERY annoying!,0.0,0
190,5.6775064546236006e+17,Southwest,@SouthwestAir flt 648 from Buf to MCO. Conf#FGKXV5. Please also look into reimburse for car 587701925COUNT that I had to Cancelled Flight,0.0,1
191,5.6967375850141286e+17,American,@AmericanAir VERY upset that I cannot select seats for Tuesday flight online or over the phone. Terrible customer service :( Please help!,0.0,0
192,5.6885535792307405e+17,Southwest,@southwestair How can I refer a friend for the Southwest Credit card for points?,1.0,1
193,5.698803224872632e+17,United,@united Late Flight crew into #btv last nite delayed todays flt. Will miss connection to #cun. Why do I have to play for hotel tonight in #ewr?,0.0,0
194,5.6787351935628486e+17,United,"@united 374 ORD to ROC. Fam came to see me at SNA. I'm a member, so is my dad. He used his miles for them.",1.0,1
195,5.702005466797261e+17,Delta,@JetBlue why was Flight 1856 delayed to Buffalo ?  It’s a direct flight and the plane is at the gate.,0.0,0
196,5.693344622924349e+17,United,@united is flight number 1142 Denver to Las Vegas 1125 on Sunday feb 22 Cancelled Flighted ?,0.0,1
197,5.695523788121948e+17,Southwest,@SouthwestAir For the past 2 yrs I earned A-list status thru a promo-fly 3 rnd trips in 2-3 months. How can I get that option again? #loyal,2.0,1
198,5.684257370925138e+17,Southwest,"@SouthwestAir - thanks to the agent boarding 1137, ATL-AUS. Left my wallet on the inbound. He found it for me!",2.0,2
199,5.684339481261548e+17,Southwest,@SouthwestAir Congratulations!,2.0,2
200,5.677699811282821e+17,Virgin America,"@VirginAmerica so loyal that I'm driving to #NYC from #PA, to fly Virgin,  since you cut #Philly flights ;)",2.0,2
201,5.683869965252526e+17,Southwest,@SouthwestAir how it feels on flight 4251 http://t.co/JM8gQ1KGrF,1.0,1
202,5.686347802643744e+17,Delta,@JetBlue #poorservice #poorcommunication #waitingsince 10:51 for bags frm flight 424!!! #jetblue,0.0,0
203,5.677292038947021e+17,Southwest,"@SouthwestAir I've been on hold for an hour now. 59:57 as I type this. Ridiculous! All I need is the link to the chart that has routes, time",0.0,0
204,5.7028501288247296e+17,Southwest,@SouthwestAir have u seen any of the messages the past hour ?,1.0,1
205,5.699057654204416e+17,American,@AmericanAir I DM'd you. Anything you can do?,1.0,1
206,5.68940291530494e+17,Delta,@JetBlue thanks for making me miss an important dinner tonight. 2 hr delay and now 20 min on Tarmac... #worst,0.0,0
207,5.70068976778154e+17,Southwest,@SouthwestAir The Fact That U See Black History Month 12 Months A Year Is Honorable! We WILL BE An Economic Base For Corp. Like U In Future!,0.0,2
208,5.702803781933302e+17,American,@AmericanAir AND they Cancelled Flighted my flight and left me with no help to find a hotel to stay in. I slept in an airport for a night-_-,0.0,0
209,5.7027441754611296e+17,US Airways,"@USAirways I left my personal stuff on US4551 from PHL-BOS about an hour ago. Went baggage, was told plane left to call 800#",0.0,0
210,5.687939022679368e+17,United,@united Who can I contact about requesting a charity donation? #ThankYou,1.0,1
211,5.680696704750714e+17,Southwest,@southwestair TWO hours on the plane at the gate?!? This is undignified behavior for you. And the apology isn’t enough. #freedrinkcoupons,0.0,0
212,5.6955815651208806e+17,US Airways,@USAirways on delayed flight from Phil to stt and looks like we'll miss the car ferry to at john where our lodging is. Help with housing?,0.0,0
213,5.6989156807479706e+17,American,@AmericanAir Please try it yourself - call 1-800-433-7300 and see what happens... then you'll understand.  #allrepresentativesbusy #nooption,0.0,0
214,5.6966247121394886e+17,American,@AmericanAir AA 100 - good job overselling this flight. Delayed 90 minutes to deplane the overflow passengers' bags.,0.0,0
215,5.68134171761066e+17,United,@united get your act right! You just lost customers because your staff wouldn't let us take our approved carry-on on a half empty flight!,0.0,0
216,5.6885525112344986e+17,United,@united yes I've boarded this way many times &amp; have never had to show my pass on the Tarmac multiple times. Path was railed off. Only 1 way,0.0,0
217,5.693412553999648e+17,Delta,@JetBlue u suck!we have been sitting here for 9hrs because of ur negligence,0.0,0
218,5.688192859902157e+17,United,@united I was not looking for the fare to be returned on the companion flight.  don't understand why an additional $200 fee was necessary.,0.0,0
