,tweet_id,labels,airline,text,pred
92,569993952469880832,1,United,@user When will direct flights from Belfast Intl to Newark resume from their winter break? Thanks.,1
93,568592520659267584,1,United,@user LGJW7B. I voluntarily rerouted; 1st leg of journey was in economy and was supposed to be 8B. Res agent said she'd reserve it for me,1
97,569739044004823040,0,United,@user big surprise #nogate waiting for our plane. Same fucken issues everything I fly you. #fail #worstairlineever,0
99,570236138603950080,0,United,@user but it's hard to stay upset at someone when they at least TRY to show remorse.,0
100,569522354008805376,0,United,@user 50 min on hold trying to book award flight because site errors out.  Agents ask for my pin to see platinum availability??? badbadbad,0
103,568771007529398272,1,United,@user to start 3xdaily @user #ERJ145 flights from #Chicago @user to #Evansville on 4JUN #avgeek,1
104,569026124484706304,0,United,@user flight 1136 from Chicago to Houston over 2 hours and no pretzels or peanuts?! Seriously about passed out.,0
105,570038991527002112,2,United,@user I left my comment with customer care. Thanks for contacting me.,2
106,569032643548811264,2,United,@user They held the plane! Made it!!,2
113,568918820632403969,0,United,@user I think problem resolution should be decided on your end. Especially if you'd like me to continue flying your airline.,0
115,568201465958772736,2,United,@user great. Looking forward to your response to my DM then,2
116,569192902922006528,0,United,@user it's my 21st birthday and my sister is coming to celebrate but her flights keep Cancelled Flighting PLZ do all you can to get her here!!!!,0
130,569722907187752960,0,United,@user quick (serious) question - any resources/ratings showing the quality of service is better than 8th place? http,0
131,569484085397057536,0,United,@user can you not get the first flight of the day off the ground on time?   #1531.  Let's go.......,0
135,568433759919452160,2,United,@user Keep the flights cheap and early/on time and you are good. Flew @user  and Cancelled Flightled my flight 4 times last month. United&gt;,0
139,570019785788022785,0,United,@user now what?!? http flight was gone when I got off plane! #BusinessTravel #goodenoughmother,0
142,569873019499192320,1,United,@user Thank you for your response!,2
145,570056648137576449,0,United,"@user 5 gate changes, two delays.  Even the crew thinks the airline sucks",0
150,568951922734055424,0,United,@user and now your rep just hung up on me after over 35 mins on hold because I asked for a supervisor. I'm furious right now.,0
154,567686845903826947,1,United,@user clicked on the link and got this? #confused http,0
159,568845539405656064,2,United,@user thanks for prompt response.  Another hour to enjoy vacation! Perhaps a bug in the app as it still shows 2:55.,2
160,569565822571679745,1,United,@user tried that. Cannot figure out where to go to get it.,0
161,569697646501363713,0,United,@user except all of that delayed the flight anyway.,0
163,569204255191490560,0,United,@user let me assure you my travel time is 4h2m not 5h2m #timezones #accuratetraveltimes #3rdtimethishashappened http,0
164,568899516872568832,2,United,@user : thanks! i will catch my conection! :),2
167,567816155369570304,0,United,@user flight UA3364 been sitting on tarmac for 30 mins with no report as to why...any input?,0
176,569140808227672064,0,United,"@user 
Flight UA1665 got delayed 2 hours due to a mechanical issue...could use a free drink or 3 to make up for this inconvenience",0
187,568910880416464897,2,United,@user all good man it isn't your fault that plane is having maintenance issues,0
190,567822065471860736,0,United,@user You make it hard to fly with you. Delayed over an hour and now the plane  is turning around &amp; heading back to the gate. #connection?,0
199,567746527704018944,2,United,@user thankful for great service in Newark. Seats fixed and I was seated with my daughter! Fab landing in Fort Myers!,2
200,569538171509350400,0,United,@user feeling like a true united customer stuck.on the tarmac in dc for over 2 hrs. UNITEDFAIL,0
201,568615916730056704,0,United,@user it is cool. Your customer told me they didn't care either. It is expected,0
203,567985483135000576,0,United,@user &lt;&lt;&lt;&lt;&lt;------- shoddy customer service. Of no use whatsoever. #unitedairline,0
206,569252759087685632,0,United,"@user yep—used that twice; no case id numbers assigned; just tried it again-get screen that says, “thank you for submitting your request”",0
222,570269172774649856,0,United,@user wont transfer flight ticket to accompany an 11 yr old who's active military mom had to have emergency brain surgery? WOW!!,0
224,569342888615620609,0,United,"@user on a 4 seg flt yvr to zurich, why would you credit all miles and but only 2 segs on full fare?",0
229,569554937744486400,0,United,@user severely under staffed at Iah.,0
241,569922145264009216,0,United,@user there are a lot of unhappy cold people on the bridge in freezing temps for an hour. Not given any info.,0
243,568598412544704512,1,United,@user Want to book a multi-city fare. Have miles for 1of 2 flights. An option to pay for 1st flight with miles +2nd with UMP Visa? Thanks!,1
244,570277418642120704,0,United,@user When will email address/username sign-on be available? It's been a while.,0
245,569257932908470273,0,United,"@user yes, I've been waiting for four hours and no one has been able to help me.",0
248,569011727532032001,0,United,@user Yes there were PLENTY of seats available.  So why did Vicky Thomas refuse to give one to a million mile flyer?,0
249,570053417311342593,0,United,@user UA63 from Madrid arrived no agent mass confusion we sent to and fro by 3 UA employees. MaryJo was rude and unhelpful.,0
251,569202656486432768,0,United,"@user great decision making skills flight ops IAH bag makes a 10 minute connection and I don't, flight pushed early. Disappointed!!!!",0
253,568481989776564224,0,United,@user no it weighed 45.5 and it was the only checked bag,0
255,568968480717983744,0,United,@user you asked me to DM then ignore them. Please assist in changing to another flight today- 21 Feb fra to mco avoiding IAD.,0
257,569310249859080192,0,United,@user &amp; finally he was told he couldnt use the front of plane restrm (he was row7) though myself/others in rows behind him used w/no issue,0
259,567714192980201472,0,United,@user last night we waited forever at the gate because someone from corporate dispatch FORGOT to call the crew #unfriendlyskies,0
260,569919610025152512,0,United,@user - SERIOUSLY it's 2015?!?!  NO WiFi on a 5hr flight from CLE-SFO #1589.  You're the ONLY airline without WiFi...,0
261,569454641320062976,0,United,@user you told me you changed my flight and im in the ottawa airport and AC cant find my reservation! Whats wrong with you,0
263,568900770860392448,0,United,"@user don't need your apologies, need my bag. Took 56 minutes from landing to get it. Unacceptable.",0
265,568062560198664192,1,United,@user flying out of STL Saturday where they are expecting ice &amp; snow. When should we start looking for travel waivers? Thanks!,1
268,568178240101191681,0,United,@user I will be patient in my luxurious middle seat on my next delayed flight,0
271,568493225788510209,0,United,@user 777 from SFO to HNL with ZERO entertainment systems???!!!#youareonyourown,0
274,568962811772030976,0,United,@user have better customer service at John Wayne airport.,0
276,568508151852457985,0,United,@user As it always is. Helps to communicate to customers.,2
277,569418233322872833,0,United,@user you're customer service is unbelievably bad. Abysmal. I've been on the phone for well over 2hrs tonight. Hung up on by yr ppl 3x.,0
280,567886894761005056,0,United,@user did I mention one bag is an infant car seat &amp; we've been stuck with yr poor replacement on icy mtn roads,0
281,568165907975053312,2,United,"@user Just did, thanks for checking! :)",2
283,568885117373927425,0,United,@user why I won't check my carry on. Watched a handler throw this bag -- miss the conveyer belt -- sat there 10 min http,0
287,567794017593991169,0,United,@user All these changes. Way to stick it to your Premiere 1K loyal customers. Why make things harder for those that loyal to you?,0
289,569237356622024704,0,United,@user I hope not to see the same issue on my return flight tomorrow,0
290,567789435795861504,0,United,@user customer service 👎,0
295,569936565138403328,0,United,@user this is the line in Denver to rebook due to weather issues. DO BETTER. http,0
299,570000364692484099,0,United,"@user doesn't charge ticket change fees. Do they not incur the same mysterious ""costs"" that you incur, @user",0
317,569232221397065728,0,United,"@user can't get anyone to deal with me in person. Cowardly customer service, I can't be looked in the eyes by anyone.",0
324,570035728832446465,0,United,@user Can you please follow for a Dm on a missing bag?,1
335,569782352223666176,2,United,@user the staff was rather efficient and got us solutions just freaked me out a little being in limbo in the air.,2
336,568782924302065665,0,United,"@user flight from vegas to houston Cancelled Flighted this morning ""due to operation"" what does this mean!???? Thank god I woke up early today!",0
343,569960080734490624,0,United,"@user I'm rebooked now, but the line was 300 people deep.",0
345,568049646062444544,0,United,"@user just give up.  Your service is terrible.  If I wasn't forced to use United on certain routes, I never would.",0
351,570026514923675648,0,United,@user diverted and missed our connecting flight. Was just told that my bag is on it's way to MSY. If you only had people that cared,0
352,569215344948199424,0,United,@user need assistance. Line is out the door and travelling with 3 kids.,0
353,569515688898875393,0,United,"@user 100% I will put together a very serious email, with all the issues that arose on our vacation due to your staff I will post it here",0
359,570269035998408704,0,United,"@user as a 1k, I'm always hoping for improvement.",0
365,569299401643917313,0,United,@user From the air: Another missed cnxn 2day. ATC went on strike in Belize this AM. Now family &amp; I miss cnxn in EWR. Please see my DMs.,0
367,568047159746174976,0,United,@user this is getting ridiculous. Now we're missing our connection.,0
368,569241682283081728,0,United,@user You really should clean the food and coffee stains off of the area around the seats when new passengers come aboard. Gross!,0
369,569379367077355520,0,United,@user Missing flight attendant = Delayed Flight. Prime example how 1 person impacts 100's of people. HNL -&gt; IAH (UA252) #wastedtime,0
373,569027718626480128,2,United,"@user ok, have sent u info via DM. I appreciate your help and consideration. 😊",2
377,569971033182048256,2,United,@user thank you,2
378,569541848877957120,2,United,@user thanks for the effort. I can get the earliest. Though I will make a complaint for a refund as I am losing one business day tomorrow,2
383,568954266628575232,0,United,@user you guys suck!,0
384,569478023679905792,2,United,"@user Thank you but the person in Houston could only get me a flight routing through Newark, NJ and I'm going to SFO",0
385,569163371746095104,0,United,@user lost bag in Huston we leave for a Bahamas cruise today from #nola and had to buy all new stuff. Customer service is non existent,0
391,567594579310825473,0,United,"@user and don't hope for me having a nicer flight some other time, try to do things right. You sold me those tickets with that connetion",0
395,569853646411661314,0,United,".@united You may ""dislike delays"" but I paid you .We had an agreement that I paid you and you got me to my destination at a certain time.",0
398,569658769686339584,1,United,@user is it possible to add a Known Traveler Number to my ticket after Flight Booking Problems?,1
412,568884473040752641,0,United,@user this means within one week i will have filed 2 compensation complaints to your website,0
413,570283712409051136,2,United,"@user - thanks for your help...got me what I need, but its an issue with @user . I guess I sit awhile longer.",0
417,569644957188939777,0,United,"@user Unfortunately had a bad experience flying with you on Saturday. Inpolite crew, bad delays.",0
419,568564799593820161,0,United,"@user thanks for trying to take my money without notice. In any other industry, you Cancelled Flight a service, a refund is issued. Cont…",0
420,569964582606934016,0,United,@user Can't leave the Tarmac ..united's gate agent cannot agree on a head count. 20 min now counting a 100 people max #epicfailunited,0
422,570081411715059712,1,United,@user Our vacation's going to be ruined w/ 3 days of rain. : ( The change fee for 2 of us is nearly cost of original flight. Can you help?,0
427,569206925046493184,0,United,@user I interviewed yesterday as a flight attendant I was the last person the recruiter said they lost my file n came back to interview me,0
428,568780030538420225,0,United,@user Item (not mine) mysteriously ended up in my checked bag after a #EWR to #YOW flight.  Missing a black box? http,1
429,570142263290011649,2,United,@user thank you. Been trying for two days to set this up.,2
434,568433610765815808,0,United,@user the Premier desk was able to rebook me with our friends at @user Only problem is now I have to pay for a checked bag :/,0
437,569930942833258496,0,United,@user Flight 211/ORD gate agent tried to prevent me from taking onboard a bag I've used for 15 years! Flight crew was more reasonable!,2
442,568950706008231936,0,United,"@user unsmiling rep. told us hotel shuttle comes ""like every 15 minutes."" Breezy 30 min. Late Flightr we're taking a cab. You going to reimburse?",0
449,568578571129761794,0,United,@user be worse?oh you can't! delayed with no reason on the way to Lon;flight Cancelled Flighted with NO REASON less than 2 days before returning.,0
455,567950122245623808,0,United,@user I have received one previously on the 11th having checked. Odd as you said there was no complaint associated with my e-mail?,0
457,569163885393154048,0,United,"@user @user Rebooked,arrived 8 hours Late Flightr.  Last year 9 hrs to San Diego and the no inflight entertainment!",0
463,570279720937529345,2,United,"@user ""Airport snow removal method #22...""
Keep up the good work folks, this is where Cessna's become 747's! http",2
467,569609680961572866,0,United,"@user Delayed 7 hrs flight 5721 PIT/IAD, finally board the plane, sit half hour &amp; crew is at their hrs limit &amp; we deplane. Unacceptable.",0
476,569755876401274880,1,United,@user you'll be hearing from me for sure.,0
485,567883246433878018,0,United,@user so you are saying that customer care does not report to anyone? Their response is humiliating for a company that serves the public.,0
486,569845865185206273,1,United,@user sitting in the middle for the first time .. Hope it works out well,1
491,570086399627685888,2,United,"@user flight ua3576, gate b1. And tell ray I somehow made it on to the 736 flight out of IAH and didn't have to wait for the 917 one. :)",2
497,569596089625661440,2,United,@user great flight into PVD. Smallest plane I have ever been on and smoothest landing ever!,2
501,567826054522617858,0,United,"Hypocrisy RT @user @user I'm sorry, we're not able to offer a full refund because the exchange rate is not what you were hoping for. ^KP",0
502,569115097198690305,0,United,@user terrible illogical re-route after Cancelled Flightled connection. Then made me pay to check bag. Then lost bag. #ual,0
503,569910996824780801,1,United,"@user After speaking to a United customer service rep the night before a flight, confirming that everything is ok with your reservation..",2
515,568775278505414656,0,United,"@user gates were DEFINITELY NOT FULL. We were parked and wheels were chocked. Customer service called it an ""UNMET ARRIVAL""!!",0
518,568976065210806272,0,United,@user never flying with you guys ever again. The customer service is piss poor at best.,0
519,570037336886546432,2,United,Yes!! Thanks so much!!! 💜“@united: @user We see you spoke with our Reservations team and they've reinstated the flight. Thanks. ^EY”,2
523,567822377473728513,0,United,"@user how can you not know, after two hours of us sitting on the plane with no bags off loaded, the planes weight?!",0
525,568450017649778688,2,United,@user Joni did a great job on flight 5653 to LAX. Thanks for a great flight.,2
527,568902044561465344,0,United,@user delayed another hour,0
532,568123098546843648,0,United,"@user if u miss first leg of ur flight, you have to pay hundreds of $'s just to keep your second leg? How much to keep my earned miles?",0
533,569941617697644544,0,United,"@user On a standby to Denver, which has been delayed, and a confirmed to Aspen, whose flights have been Cancelled Flighted all day. 0 confidence.",0
535,569668741484515328,0,United,@user any options to cos tonight? Doesn't look like #UA5525 will make it in time for #UA6259. Should I reserve a hotel room?,1
537,569851578276048896,0,United,"@user I'm aware of the flight details, thanks. Three hours Late Flight a crew that could not give less of a shit",0
538,568129947752992768,0,United,@user UA1740 just admit you have no clue when flight will leave Denver. #unfriendlyskies,0
542,568450413365571584,1,United,@user I have already emailed but I didn't know if it was more expedient to contact you here. Please advise. Thanks.,1
545,567916798747619328,0,United,@user still haven't received a response. Please direct message me for my contact information.,0
547,569948910099308545,0,United,@user when an airline causes the missed connection u would think they would take whatever steps to remedy that screw up.,0
548,567827498660159489,0,United,@user poor old United: never seem to get the response right :),0
554,569407352299847680,0,United,@user - you sure missed the mark on tonight's redeye from LAX to Chicago. What a mess! You can do better!,0
555,569992543875653633,1,United,"@user yes, after this awful weather it appears I can get home",1
559,568801561377439744,1,United,@user flight #1051 on 2/23. Thx,1
568,569310717393944577,0,United,"@user lies lies....still sitting at the gate, have not moved an inch http",0
569,569363221791928320,1,United,@user I am following - you need to follow me for DM?,1
571,569331162897739776,0,United,@user why don't you ever print my known #traveler number on my ticket? Because of this I never get to use the #TSA prescreen I paid for,0
574,569651277916999680,0,United,.@united in the future when delay causes 15 hour wait (slept night in airport) ensuring seating choice for replacement flight would be good.,0
579,568802013196242944,0,United,@user couldn't have possibly messed up our trip anymore than they did. Thanks for being such a terrible airline. #disappointed,0
580,569337916125798401,0,United,"@user your app says flight UA936 to #ZRH departed 2:45hrs Late Flight, but 5 hours Late Flightr we are still seating inside the plane in #IAD.  #failed",0
581,568932735181578240,0,United,"@user if you mean beyond opaque ""maintenance issues"", yes, that would be  basic in customer service which your EWR staff can't manage.",0
592,569679871707783168,0,United,@user @user your delay is due to your own making. We have now been back to the gate multiple times. Maybe take accountability,0
603,568836728716333056,0,United,@user I'm familiar with the procedure. It wouldn't be the first time #UnitedAirlines lost one of my bags. #unhappytraveler,0
607,569724257879502848,0,United,@user is it even legal for you guys to advertise flights that you cant honor??,0
615,570260383862108160,0,United,@user What is your phone number. I can't find who to call about a flight reservation.,0
618,569666771717890048,0,United,@user strikes again! Why board anyone if there's something wrong with the plane? Common sense.,0
620,569327949553520640,0,United,@user Did I mention that I was ON THE PLANE so is my luggage. My luggage that I'm not going to have for how many days.,0
621,569526172335222784,1,United,@user same day flights,1
632,568353091407495168,0,United,"@user to recap, you bounced me off my flight, LIED TO ME, then hung up on me. What am I supposed to think/do now?",0
633,568084167390564353,0,United,@user My wife and I will be sharing this dreadful experience. Don't pretend UA cares about young girl traveling alone # United Airlines,0
634,569951321719091201,2,United,"@user that would help! or how about integrate it into the App so I can just ""activate"" it and surf...",1
636,568072822955896832,1,United,"@user FAIL set to song. http ""United Breaks Guitars"" &lt; LMAO!",0
641,568094839063089153,0,United,"@user its ridic you cant transfer credit, you have my $400 &amp; youre taking $200 of it for Cancelled Flightling. Atleast let me keep the credit damn",0
643,569155039983497216,0,United,@user airlines 1st &amp; only time I ever fly your airline! What a disgrace. @user I should've listened to your tweet! #HORRIBLE,0
646,570066634976555008,1,United,@user an idea: monitor mileage members travel patterns enough to know when they change jobs/lose status...and make the transition easier.,1
656,569623889686482944,0,United,@user I suppose your customers enjoy screaming toddlers then. Not my problem if someone complains!,0
662,567919961055711232,1,United,"@user even with the multiplier the ticket price will still never equal the amount of miles you travel, even for transatlantic flights!",0
665,568650439639437313,2,United,@user you guys are awesome! Thanks!,2
668,568574014505029632,0,United,@user I'm confused. After your @user agents directed us to go to your website after DELAYS nothing works! http,0
669,567733177590874114,2,United,@user I appreciate the follow up.,2
673,567811306900975616,0,United,@user I'll be sending/posting complete details of the circumstances surrounding this matter.  United airlines should be ashamed.,0
674,569619557360381952,0,United,@user stay more than 24h traveling ans sleeping on the airports floor,0
677,569678975049588737,0,United,@user please tell CLT flight 4232 needs a gate. Waiting now for 15 mins.,0
678,569634833917452288,1,United,"@user when I click that link it wants my flight info. I haven't booked a flight yet. I read you waive fees for military, it this true?",0
683,570077847672328192,0,United,"@user Ice, which I totally understand. But when a large number of us are facing 15+ hours of time and overnight Cancelled Flightations it seems like",0
687,570050785490419712,0,United,"@user http however, is completely under your control—the price was and still is displayed on http",1
690,567920067364540416,0,United,@user are the miles going to be restructured? Help a silver status brotha out! I thought I was winning with you guys until today lol,0
691,569619325230960641,0,United,@user seriously. This is just complete bs.,0
698,569630987858132992,0,United,@user of course. But interesting how United doesn't seem to have a good sense on what's happening with flight,0
702,568474866753667072,0,United,@user I have been denied. Not sure how you charge $150 one way then $25 on way hime,0
707,569649006986407936,1,United,@user #LAX #sunrise UAL212 LAX-JFK,1
709,567812841081688064,0,United,@user stuck here in IAH waiting on flight 253 to Honolulu for 7 hours due to maintenance issues. Could we have gotten a new plane!?!? Fail,0
711,569238148032671744,1,United,@user correct?  What's correct?  Sorry I'm lost,1
712,569454437288140800,0,United,@user This has been the WORST flight experience I've ever had. Thank you for ending my vacation on such a bad note.,0
713,568562613040197634,0,United,@user Your boarding process sucks. You should learn from @user,0
715,569614009369907200,0,United,@user - 3 of 6 First seats open on UA5097. No upgrades processed. Gate agents @user said their too busy. Not cool http,0
717,568274855814152192,1,United,@user I want a hotel room and a whiskey.,1
718,569614651400585216,0,United,@user I would take the $500 voucher you offered for MISCOUNTING THE # OF SEATS ON YOUR PLANE but that means I would have to fly you again,0
720,570096582546165760,0,United,@user airlines is the absolute worst. They have no idea what they are doing. #neveragain #UnitedAirlines,0
722,567748973428219904,0,United,@user 1591 had wi-fi broken on plane. Had same outage on 1618 on Friday. How can Southwest get it right on every plane but United can't?,0
726,568970614238617600,0,United,@user I was on hold for over 20 minutes and was talking to one of your employees. I asked him for name or id # and he hung up in my face!,0
729,569512239344054274,0,United,@user lost 4 loyal customers and mileage plus card holders. We could have driven to Florida from Pa quicker both ways! Worst trip ever!,0
733,568205117368836096,0,United,@user A change fee of $200. Same exact flight from ATL-HOU is $165. Why a charge of $574? The math doesn't add up.,0
735,569856492477657088,0,United,@user how is it that I book a flight with a reserved seat and then go to check in and find out I have no seat?  WTF.,0
739,568203839242764288,2,United,"@user 
I will admit, you've been rather good to me over the years.
You've still got me hooked.
(for now!)
Peace.",2
740,569553741222952960,2,United,"@user just touched down in Miami - not too far off , Nicely done united 👍",2
742,568011684067078144,0,United,@user why haven't you updated that flight 4411 is delayed? Super frustrating,0
743,570038694817767425,0,United,@user how do you lose a gate checked bag DEN to ORD? Direct flight. Ugh.,0
746,569411383265075203,0,United,@user new 737 plane; wifi: not working. Entertainment: non existent. New Seats: seriously uncomfortable. Really? #unitedfail UA1550,0
747,569102054922129409,0,United,"@user Yes, myself and about 200 other people also.",1
756,568564485457252352,0,United,@user still sitting here waiting for a plane....4 hours wasted,0
770,567872769049825280,0,United,@user thx for checking in. Never got through via phone. On hold over hour. How long is too long to wait on hold? Ugh. #csfail,0
773,567822548545859587,0,United,@user well perhaps you could highlight where that is stated.  We travel between Canada &amp; USA on United with only Nexus,0
776,568524550251479040,0,United,"@user that's what I tried to do, but when entering email into 2nd device made email typo. No way to fix it &amp; no option to log out/in!!!",0
779,569213892980641792,0,United,@user Friend at O'Hare and can't get on flight bc they say no proof he bought 1st class tkt. He has boarding pass.,0
783,569693689766907904,1,United,@user What are the chances of my flight to EWR from PIT being Cancelled Flighted tomorrow?,1
784,569865115291533312,1,United,@user two years old.  Birthdate 11/13/2012,1
787,568134243177463815,0,United,"@user Just boarded UA1297, was refused from carrying overhead bag as no space, in plane now with loads of space #fail #customerexperience",0
788,569979566279626752,0,United,"@user I'm saying I made the flight but with poor/non-communication, unaccounted for lost time &amp; lots of frustrated flyers standing around",0
789,569287399131389953,1,United,@user @user lmfao,1
791,569244202225307648,1,United,@user So what's allowed or what's not allowed to be carried in my checked baggage?,1
793,569474230854660097,2,United,@user one lady helping the 12 of us with luggage,2
794,568982915956277249,2,United,@user thanks to Lea in the Chicago office for her help in switching our Cancelled Flighted flights!!,2
797,569204188334264320,0,United,@user U BUMS HOW DO U LOSE THE BIGGEST BAG ON THE FLIGHT,0
800,570022345424834560,0,United,@user has made my no fly list. Other airlines wait when connector Late Flight. Stuck in IAH.,0
804,569275000232013825,0,United,@user @user @user @user one of you has my bag! Claim 4016688561 and i want it in MGA!!!! Now!!!,1
806,568889252185903104,2,United,@user thanks for moving my dad on to my my mom's flight. You helped make his birthday start with #FriendlyFriday Awesomeness! 4 paws up!,2
815,569500360651509760,0,United,"@user Cancelled Flights your flight then sends you an email saying ""think about your next flight..."" #customer #outrage http",0
816,569075488926371841,1,United,@user we are trying to go as far away from King'sCollegeLondon as possible for #charity today. Would you help us ? #jailbreak #RAG,1
817,568355601144680448,1,United,@user I live abroad and am Flight Booking Problems flights for when I come visit the states :(,1
818,568758807418896385,2,United,@user #FirstClass to #London on my way to #LondonFashionWeek #LFW15 👠🇬🇧👠🇬🇧👠🇬🇧,1
829,567804350040416256,0,United,@user I did DM the details back on 02/14 when this started with phone number to reach me no reply either online or by phone,0
830,569710072491745280,0,United,@user here we go again. 2 of 3 segments SFO--New York RT were delayed OVER 2 hrs each! Why do you suck so BAD!?!Maybe another line of bus?,0
835,569140362025050112,0,United,@user his cell phone record needs to be checked to see who did conversed with. I trust the FAA can handle this better.,0
836,569232650965102592,0,United,@user 4 of us are stranded   And flying from New Orleans to Huston tonight and we will be stuck there for two days. Rather fly than wait.,0
837,569908928667996160,0,United,@user forces us to check our baby bag on overbooked flight complains to wife that we need to much for our baby.. united has no baby meals,0
846,569292823805042688,2,United,@user tonight you made this Fred Flintstone happy with an upgrade to 1st class. http,2
847,569973088076460032,0,United,@user Asked Flight attendant what typical compensation would be &amp; says we might get free TV. #Unacceptable,0
849,568871340498821120,1,United,"@user Hi, we are flying into IAD tomorrow evening. Do you expect delays or Cancelled Flightlations with the snow storm?",1
850,569586373042278400,0,United,"@user CMH gate staff a disaster..#3345 overbooked, no volunteers, no boarding, 20 min Late Flight trying to figure out issue #bringbackrealstaff",0
861,570188838775103488,0,United,@user service so far has been horrid. We wanted to end the trip on a high note. Guess that's not an option.,0
862,568826499597524992,0,United,@user flight 1219. My frustration boiled over after dealing with attendant. Her attitude was ridiculous.,0
864,569172065724428288,0,United,"@user customer service: 16hr delay coupon can only be redeemed on website which has $200 higher prices than Expedia, call wait time 55mins",0
865,568621100914991104,2,United,"@user thanks, keep up the good work",2
875,567815174045868032,1,United,@user no thanks,0
876,569476281974132736,1,United,@user okay. Thanks.,2
894,569017218316369921,1,United,.@united I took a screenshot and emailed it to myself. Let's DM and figure this out.,0
899,569523440547291136,0,United,".@united Our newest delay, right now http",0
900,569209958627016706,0,United,@user Hello United. You should take care of your call center in Mexico City Office. Terrible attitude from the lady who was helping me.,0
907,568199122903293952,2,United,@user thank you for getting our daughter home when @user Cancelled Flightled all their flights to Nashville,2
908,569617083194933248,0,United,@user yes... A ride home would be perfect.. A fete one would assume possible after charging 1600$ for a domestic flight... Ps we deplaned,1
910,569849299850305536,0,United,"@user nope not here. You need a little red stamp from the counter. Check yourself, before you wreck yourself son http",0
911,567872614296862720,1,United,@user is there a referral program for the Milageplus explorer card?,1
915,568181167054196736,0,United,@user took this one just for you. Not a window. Also not fun if you get motion sick. http,0
918,569629692661268480,2,United,@user Thank y'all for being an amazing airline who knows how to treat their customers. you guys rock!,2
922,568132619092795392,0,United,@user Held up for almost 45 minutes and then promised free movies and it didn't work and neither did the wifi that was paid for. Boo :(,0
929,569643671198572544,2,United,@user thanks for updating me about the 1+ hour delay the exact second I got to ATL. 🙅🙅🙅,0
930,568564957740175360,0,United,"@user How is this considered ""on time"" if it's arriving at destination half hour Late Flightr than scheduled? http",0
933,568883664219537408,1,United,@user this is for a check-in luggage. Employee told me not to include wheels in the dimensions.,0
934,569366968446246912,0,United,@user 25 minute hold is 1 hr. 25 min. @user,0
936,568874741249007616,0,United,@user the passengers waited inside the flight on the runway and returned back in o gate that should not count as a valid journey,0
938,569261063406882816,0,United,@user u guys did it again changed ages and double booked seats so I had to I've even though I have platinum and the other person none,0
940,568871143022731265,0,United,"@user If a business decision is made that inconveniences and possibly causes lost customers, is it a good business decision? #Cranky",0
952,568699390962958336,0,United,"@user it seems like no one from United can help me. Lots of fingers pointed, zero people stepping up. At least the gate has Oreos",0
954,568637541513089024,0,United,"@user rebooked 24 hours after original flight, to say your handling of situation was bad would be an understatement.",0
