,tweet_id,labels,airline,text,pred
210,569699455919726593,0,American,@user @user what is AA going to do to fix their utterly embarrassing customer service? You won't even answer the dang phone!,0
220,570220267462529024,0,American,@user how do you NOT do maintenance on #MD80 while it sits for two days? Frozen lines found after its boarded? Come on! #faail #mci,0
225,570186666276577280,0,American,@user just need to know why it wasn't done like it was promised it would yesterday,0
230,570206562855329793,2,American,@user fantastic thanks! Will try and tweet a photo of the view :),2
232,570276245960835073,0,American,"@user said that AA does not provide in-flight wifi on the routes to China based on some federal laws, but United does, why is that?",0
238,570308064185880577,1,American,@user we've already made other arrangements ourselves.,0
246,569616208804380672,1,American,@user I will thank you. What do I do if I can't get through and my flight on hold Cancelled Flights?,0
256,569974641214644224,1,American,@user #AmericanAirlines on approach to mex.... http,1
258,569595643087486976,1,American,@user any earlier flights SAP-&gt;Mia &amp; Mia -&gt; New York (lga) on 03.03. I'm currently booked on flights 1504 and 1102.,1
264,569981614543007747,1,American,@user See photo of B787 scale model &amp; our PN 320008A wheel deflator specified in Chapter 32 of B787 AMM. http,1
266,570307949614256128,0,American,@user thanks for getting back to me. But I will find other airlines in the future.,2
272,569591136534319105,0,American,@user 3078 is overweight so you pull 2 dozen passengers off? Why not luggage? Seriously?,0
275,569975063094501376,0,American,"@user after waiting for a delayed plane, we sat on the plane for an hour waiting for a Late Flight passenger. That's BS too..",0
279,569895498527727617,0,American,@user Priority baggage evidently means it comes out last,1
282,569864863171764224,0,American,"@user I understand that, but I'm not even being put on hold - it says ""try again Late Flightr, goodbye"".",0
285,570191286667513856,0,American,"@user there's a lot of talks and no doing. 
MIA-SFO on a 20+ year old plane #nonewplanes #old #shame http",0
286,569620169971998721,0,American,@user  flight to dca I need to change asap help can't get through,0
300,569672905270800385,0,American,@user how can you not be taking calls? I need to change my flight!,0
305,570042963021205504,0,American,@user Are you people cruel or just stupid? Why are you posting my personal email on the damn Internet? Have u lost your mind?!,0
306,570292715444965377,0,American,@user narrowly made standby...lots of snags this trip!,0
308,570001092206923776,0,American,@user Took a flight yesterday fron TPA-DFW-AUS. Bag went to IAH. Today bag went to IAH-DFW and then back to IAH. Still no bag!,0
309,569608570066436096,0,American,@user now down to only one agent helping a stagnant line of almost 100 customers. Super.,0
318,569937108095205376,0,American,"@user is there something wrong with the website? no matter what flight I select, it says it's no longer available.",0
323,569652313813430273,0,American,@user Trip cut 7 hrs short due to flight change/massive layovers/ no peanuts or crackers/ asked for H2O and received about 2oz.,0
326,570033099939184641,2,American,"@user @user just received it, actually. Thank you!!!!!!!!!",2
328,569691648579338240,0,American,@user Now you've Cancelled Flightled my flight. First a priority ticket bumped and now this. You're losing customers. People are furious.,0
329,570301488192458752,0,American,.@AmericanAir can you connect me to a person without having to wait 2+ hours on hold? I still haven't been able to resolve the problem.,0
333,569600927394631680,0,American,"@user @user If weather is bad, wouldn't your folks try extra hard to communicate...or load bags onto flight 1320...or...anything?",0
334,570053952856854528,0,American,@user 4369. about 4 flights all using same gate w/buses to the planes.  Awful boarding process. Hour and a half Late Flight,0
338,570275726483542016,0,American,"@user I'd like to apologize to the gate agent for flight AA76, I was not aware that zone 1 was after the nine other precious gems.",0
339,569933565321990144,0,American,"@user 4hrs Late Flightr i get a call back, and immediately disconnected",0
349,569865357625851905,0,American,"@user that would be appreciated. Just please don't send me to the same page with long form &amp; limited characters.
Direct email?",0
354,569881270987186176,0,American,"@user  upon entering plane to 2 @user stewardesses: ""can I have some water?"" ""no we don't do that. please take your seat""",0
357,569683397657767937,1,American,@user thanks. Bummer. Poor planning on my part. I assume the card in Passbook won't work either?,0
360,569841119783202817,0,American,@user this merger with @user @user a cluster of inefficiency and misinformation.  When is it going to be done?,0
371,570267287883616256,0,American,@user change fee = same price of new ticket... Not logical,0
388,569769633995104256,0,American,@user highly disappointed in the baggage service with this merge with @user you guys have lost our 1st bag and now missing items,0
390,570232122826493953,0,American,@user I understand the need to drain the lavatory fearing freezing but why no policy on checking that before boarding? smh come on...,0
394,570189934096719873,1,American,"@user and @user get it together, perfect combination for delays and Cancelled Flightlations",0
404,569615855505387520,0,American,"@user how did my prime, ticketed seat get switched on AA 343?! Not sure what's going on here...",0
407,569632618460753921,0,American,@user as usual my next flight shows on time but it's suppose to leave in 5 minutes and hasn't boarded,0
410,569641343439360000,0,American,@user a phone call or email when you Cancelled Flight a flight would be lovely.,0
424,569675774627848192,0,American,"@user just when I thought you guys were done messing up, you make it worse. Your airline ruins hopes and dreams.",0
425,569914468404035584,0,American,@user boarded flight 2334 at 8:30am.  Now 11:40.  Still sitting on runway.  Lots o fun,0
433,570019099268358144,0,American,"@user Why doesn't anyone make a better effort to retain customers. It should be an easy fix, I just want to travel AA.",0
443,570040903735373825,1,American,@user can I send you my trusted traveler ID to add to my reservation for tsa pre?,1
444,569842067544805376,1,American,@user thank you...I know it's a busy for you today but any help would be appreciated...,2
453,570237399932018688,0,American,@user there is a fat man stuck in your airplanes bathroom,0
461,569648849494675456,1,American,@user message and pics sent...,1
462,570274148364242947,1,American,@user thanks!,2
469,569675178227081216,0,American,@user AA 2258 why have you Cancelled Flightled our flight without courtesy of notifying us or alternatives?  Very poor.,0
478,569662418898579456,0,American,@user I’ve been on the line waiting for 40 minutes again.,0
481,570051834188075008,2,American,"@user thanks.  I actually made it, my connection flight was delayed.  Guess all delays are not a bad thing. http",2
482,569860221755117568,0,American,@user I don't know who that may be. I was also working from home. Thanks for nothing.,0
488,569850239789568000,0,American,@user at least you got a response from @user via Twitter. I went 0 for 2 yesterday.,0
489,569678065422311424,1,American,@user Please help AA 2258 Monday Cancelled Flightled.  Can you advise on reFlight Booking Problems / refund.  Have children and need to make plans now,0
493,569692168165527552,0,American,"“@AmericanAir:  ""Jason, you'll end up missing your connection. Please see our DFW agents for assistance.” Nope! Hasn't taken off yet, still!",0
495,569666885035409408,0,American,"@user @user no, profit maximization is your top priority. Nothing else even registers for you dinosaurs",0
498,570101194678517761,0,American,@user - thanks. She submitted a damaged bag complaint online...is there anything else we can do? #goodcustomerservice,2
499,569596652622721024,0,American,@user But Eagle is always Late Flight,0
500,569704220472913920,1,American,"@user looking for status of flight 1388 schedule for 5:15 am tomorrow morning, thank you",1
507,569673434721951744,0,American,@user you changed my AAdvantage travel plans &amp; I called 800-433-7300 to get help but it sea ur too busy &amp; hangs up on me. What gives?,0
522,570081513087369216,0,American,@user you are beyond redemption. Jfk. Baggage claim looks like a luggage warehouse,0
524,569871411843461121,0,American,@user Deplaned for the 3rd fucking time. Fuck you AA.,0
526,569693300120113152,0,American,@user I'm willing to hold for an agent. you aren't being helpful you keep hanging up on me #americanairsucks #hiremorepoeple,0
531,569646613183885312,0,American,@user my flight has been delayed &amp; I can't talk reach anyone in customer service because of high call volume.,0
540,569957703813976065,0,American,@user You lost a customer today. Flight today was Cancelled Flightled and I had to find out by calling customer service yesterday.,0
541,570298117544906754,0,American,@user still waiting for a flight... I should get my money back,0
553,570302060035497984,0,American,@user thx for responding. I cant watch 2 mins of this film w/out it cutting in and out 4 prolonged prds of time. beyond frustrating,0
558,569650542995116033,0,American,@user is flight 2934 dfw to gsp going to be Cancelled Flightled tomorrow?,1
565,569658953828732928,0,American,@user trying to check in for flight. On line not working &amp; agents too busy to take my call.,0
572,570259540697948162,2,American,"@user 
I still think American Airlines is great...I would just like to be treated better. Loyal customers first, right?",0
575,570085859132878848,0,American,"@user So break whatever you want, take no responsibility..Too bad for customer? #media #filmcrew @user @user #nytimes @user",0
594,570000126636216320,0,American,"@user It's not about weather, it's logistics. Why should I hold for 90 minutes when you called me? Why not get more desk agents?",0
602,569680508088688641,0,American,@user none of your sample itineraries can actually be booked http Every last leg back to US says invalid,0
606,569780060523261952,0,American,@user 20 HS students from Ithaca NY stuck in Miami flts xld u won't rebook to get kids home use carrier alliance #rulesshouldbend,0
608,569939391277350912,2,American,@user SFO. Natt (the agent who helped me) really did an awesome job.,2
611,569674883099205632,0,American,@user how have you not loaded our luggage on the plane and were OVER an hour delayed? #Flight293,0
619,569939736782962688,0,American,@user Also do you have any way to speak to someone on the phone? Your 1-800 # has been hanging up on me all day.,0
627,570021871577477120,0,American,@user my Mistake multibillion dollar company,0
635,570046387825410048,1,American,@user my 2498 to CLT left the gate. What is next for CLT. Need help,0
638,569642267385798657,2,American,"@user Hmm. Looks like you looked at my tweet from last month, not this one. Was able to get U.K. agent to help me, thanks.",1
651,569884644893532161,0,American,@user Could have voided the ticket since it was &gt; 24hrs since Flight Booking Problems. Are you going to waive the fees? Still can't get through.,0
655,569866272218836992,1,American,@user I just sent a DM,1
663,569847788986462209,0,American,@user wasn't just a delay. Your counter wouldn't take a valid CAC card as a valid ID which is needed for a TSA precheck on pass,0
671,569679759250038784,0,American,@user what happened?? We didn't get a notification about a departure Cancelled Flightation tomorrow. Why will it take 2 hrs to talk to someone,0
684,569588816438169600,0,American,"@user Flight Cancelled Flightled, can't go home until tomorrow. I could use dinner and a play, @user It's my first time in NYC.",0
686,569683866908286976,0,American,"@user my flight from VCP to JFK was delayed and now it has been Cancelled Flighted, what should i do?",0
688,569864878007001088,2,American,@user thank you so much that helps a lot.,2
695,569674812781694976,0,American,@user I spent $600 on my flight. Could have gone on @user for $382 but their mileage program sucks.,0
703,570198744907567106,2,American,@user Thank you.,2
723,569940075120873472,0,American,@user umm unexpected?? Unexpected meaning you guys didn't know you had a major staff shortage ??,0
727,570056002692710400,2,American,"@user  TPA - ORD!!! AA1679 Another successful journey, thanks for the hospitality!",2
732,570077011324096514,2,American,@user no space in my seat but thanks to your pilots I'm back 25mn early to Ohare!! Didn't think that was possible!! #sna2ord #1644,2
737,570177697814425600,0,American,"@user yes it is in Dulles and I need it delivered to the Embassy Suites in Herndon, VA. I'm still in Chicago from the fiasco in LAX",1
749,569715802703859712,0,American,@user cost me 1 day of #vacation ($350) and all I got was a rude woman tell me to go to another country and figure out how to get...,0
750,569668644529147904,0,American,Is rudeness and poor customers service a job requirement at @user ? Been waiting 28hrs and still haven't even seen one plane😡,0
759,569698519742861312,0,American,@user due to gate agents I missed my connecting flight to Mexico City...not a happy customer AA- let's correct this,0
782,570018532727103489,0,American,@user btr trained gate agts. Im a frequent flyer &amp; have nvr had issue w/my bag 2day I was forced 2 gate check while priority boarding,0
786,569661596898709504,0,American,@user I cannot believe how long flight 759 PHI  is taking. I know it's US Airways but you own it. I would really like to get home.,0
796,570281958556610560,0,American,"@user lost my cats, missed their flights, kept them crated 30 hrs for a  would-be 5 hr trip. You'll never touch my pets again.",0
798,570306250442985473,0,American,@user it's not just frustrating--it was PAID for! how do we get a refund?,0
799,570188794730848256,1,American,"@user Thank you for the info! Changes need to be made over the phone, correct? Is there any way an AA agent can call me directly?",1
802,569799402119770113,1,American,@user Can you respond to my DM?,0
803,570296996445204480,0,American,@user that's 16+ extra hours of travel time. Missed vacation time and now you guys are messing with my professional life.,0
805,570198522911436800,0,American,@user She told us we had to drive back to drop it off so they could attempt to fix it. Really? Don't have time to do that. #terrible,0
808,570274148364242947,2,American,@user thanks!,2
810,570266460003508225,0,American,"@user 
Not giving you a hard time...Just looking for basic customer service after AA lost my bag. ETA on it's return, please????????",0
812,569591700416393216,0,American,@user a friend is having flight Cancelled Flightlations out of LAX to CMH on Feb 23. Anyway to help her? 800 number has been no help,0
823,570042981794729985,0,American,@user you ever wonder why you find yourselves responding to so many customer complaints on twitter? It's because your airline sucks.,0
824,569621173811736576,0,American,@user After 3 days NO BAGs amazing the way that you neglect customers,0
832,569692064511692801,0,American,@user finally made it to chicago - 13 hours Late Flight.  Did get a $12 food voucher for my wait.about $1per/hr. Never again. Good bye.,0
833,569951363670642689,2,American,@user welcome anyone who works in those conditions deserves a thank you even though I am other side of #Atlantic lol xx,2
839,569727223990775808,0,American,@user She got to the gate just in time to watch the plane push back. 5 minutes was all she needed. Glad we’ve relatives nearby.,0
840,569948241116016641,0,American,"@user 2 hours now!  No I'm not patient.  Why don't you have a call back feature or pay someone to answer the phone, not tweet #onhold",0
841,569666042672369665,0,American,@user Nice AA employee making skillful excuses about Late Flightness due to catering snafu... http,0
843,569945910546989057,0,American,@user thanks to your airline I now have a ruined bag and you refuse to do anything about it.,0
844,570255201069899776,0,American,@user Can't unload flight #3322 because jetway is broken.  #steps #planB? #waiting nearly an hour,0
853,569797440100036608,1,American,@user what terminal LHR for aa5/BA1506? Doesn't say in boarding pass,1
858,569613661045690368,0,American,"@user @user Yeah, I have a lot of questions, number one: how dare you",0
871,570152557475028992,0,American,"@user just went to check into flight 24 hr advance, again husband and I are seated separately for 6hr flight! why does this happen??",0
873,570258656383639553,1,American,@user second pic from CDG?,1
877,569942011916259330,0,American,@user really appreciate the great customer service... One of your service agents just hung up on me when asking legitimate questions,0
879,569992815624781824,1,American,"@user My chariot tonight. From this angle it looks like a 787, no? http",1
882,569915248620150786,1,American,@user Will my us air points now be combined with yours?,1
891,569867786572341252,0,American,"@user Extend rtn flight to bereavement, 22nd I could have change fee dropped, now told no.Worse day of my life #badcustomerservice",0
902,570169851156701185,0,American,@user I'm trying to choose my seats but every time I go to the next flight I get system error,0
912,569685644449964032,0,American,@user you guys fail again.. all I need to do is use my voucher for a ticket but I can't do it online #yourphonesystemsucks,0
914,570244934634090496,0,American,@user thanks for finally letting me get through to book my flight. Frustration  set in... #donedeal #talktoahuman,2
920,569924772349538304,1,American,@user I need some help. My record locator is bringing up TWO different flights in your system. One op by AA &amp; one from US Airways.,0
923,569971216934526976,0,American,@user What's with your baggage handlers calling out at DFW today? No luggage onboard the planes.,0
931,570045585149063168,0,American,@user if it I have not rebooked didn't get notified that it was Cancelled Flightled,0
943,569621883282280448,2,American,@user AA2416 on time and awesome flight. Great job American!,2
947,569644902637813761,0,American,@user Sitting at the gate on Flight 719 for an hour due to Sabre being down. What backup plan is in place if Sabre cannot be fixed?,0
955,569942226224050176,0,American,@user are flights leaving Dallas right now? In Maui trying to figure out how delayed flight 7 is going to be,1
960,570240764812378112,2,American,@user Your response has been incredible. Truly amazed at the steps you have taken to enhance your customer relations. Big thank you 😄,2
961,570181700036087809,0,American,@user just wow Regina just told me I can't file or request a lost bag statement until I finish my travel.  So until I get to DC argg,0
967,569636447956930561,0,American,"@user @user AA - this is a joke, right? That line isn't even accepting calls right now - they just hang up.",0
974,569606248095576064,0,American,@user but have been yet to receive assistance from one of your agents in securing a new connection. Many will now miss work tomorrow.,0
976,570088600949411840,0,American,@user #2298. Everyone else  was outstanding.,2
979,569991566087073792,0,American,@user I Cancelled Flightled my ticket and is taking two months ++ to refund and still waiting!,0
983,570264948548313088,2,American,@user @user you 2 together are the best part of flying!,2
988,570077997648064512,0,American,@user we had to sit in the airport a long periolodicly time. the planes were nasty,0
997,569914641414905856,0,American,@user you're not finding it bc @user  rebooked us on your airline when they realized they couldn't get us home - and we're at ORD,0
1000,570013289188630529,0,American,@user after several miss communications I was able to get to ORD but I am not home yet and not sure I will get there due to her error,0
1001,569641693726842880,1,American,@user check your dm pls,1
1006,569917319381712896,0,American,@user you need to have a look at your handling of flight 106 and 104. Company of yours size should have protocols in place to help,0
1015,569945018527428608,0,American,@user 4 open kiosks for priority with no line and only 4 open for main check in for ~80-100 ppl,0
1019,570308064185880577,1,American,@user we've already made other arrangements ourselves.,0
1034,569890836361580544,0,American,@user yes but not with much help from you guys,0
1040,569675979284721665,0,American,@user @user I have followed and dm'd you. . . Please respond to my concern too. Really disappointed with customer service.,0
1042,569651504753332225,0,American,@user delayed for two hours at ORD--&gt;CDG the one time I need to be there to catch a train... 😒,0
1047,570069262586540032,0,American,@user unable to access the website.  Will try again.,0
1054,569799325175275520,0,American,"@user Thank you for the worst experience ever on an airline, from me to you, I hope your embarrassed as an airline. Pathetic",0
1059,570187686213918721,0,American,@user so great AA1103 sitting for an hour first technical problems now what?,0
1060,570122868039634944,0,American,@user Okay... If someone does it look for it now my fear is it will be lost forever. It's a very small item.,0
1067,570267902726803456,0,American,@user The issue is the lack of consideration of an announcement made so Late Flight when the gate agent had been there for over an hour.,0
1070,570256038206824448,2,American,Happy #TT to my friends @user . Hope the weather isn't causing you too many headaches.,2
1083,569894356393570304,0,American,@user I tried already and I am on the waiting list for a call back #2hourwaitsucks,0
1084,569963767066271744,0,American,@user our flight AA 1338 is delayed out of Providenciales and will be missing our connection AA 1651 in Miami to SEA. Who do we call?,0
1086,569701646445326336,1,American,@user anything you can do?,1
1089,569891440135794688,2,American,@user Thank You! CC: @user,2
1100,569644759024852992,1,American,@user @user got rebooked through the AA online app.,1
1112,570127035890184192,0,American,"@user i have been rebooked for the 7am flight. My questions is, why do some people get hotel and the others don't like myself?",0
1115,569980963926765568,1,American,@user See photo of 787 model &amp; our PN 320008A wheel deflator specified in Chapter 32 of B787 AMM. http,1
1118,569663701017624576,0,American,@user finally about to take off! Thanks for the customer service by the g8 reps @ c17 @ CTL. Any idea what caused the system failure?,2
1120,570300355843661824,1,American,@user I might look into that. My wife travels much more than I do. Could we both use the membership?,1
1122,569918189909487617,0,American,"@user Oh,i already have turned  itover to them, but apparently losing someones bag on their honeymoon doesn't require accountability",0
1126,570263448828780547,2,American,@user great customer service thanks,2
1132,570287638084763648,0,American,@user come on I just want to go home I can't miss another day of work #stuckinmemphis #texasisclosed,0
1137,570123872168574976,0,American,"@user will not help us on the phone, at the gate or in checkin. I book travel for clients and cannot believe the lack of service",0
1139,570232494034964481,0,American,@user my seat is disgusting. Old and dirty. When are you going to refurbish this plane?  US Air 597 jfk to phx,0
1143,569596156927303681,0,American,"@user 30 minutes flight from OKC and then make us wait, 30 minutes cause the gate isn't empty.  #epicfail #poorplanning",0
1146,569598671420919808,0,American,@user I know.  After an hour I got a live person.  It messes up our arrival and car plans at two airports and is costing us more.,0
1157,569849550032101377,2,American,@user would also like say kind move on adding the points !,1
1160,570296616688750592,1,American,@user Trying desperately to get my boyfriend booked on the same US Airways flight as myself for the same price. Can you help?,1
1164,569977806320476160,0,American,@user Can't help now as all seats have been taken.  There has to be a way to handle high volume of call days.,0
1167,569910774556004352,0,American,@user I need HELP!  I'm trying to Cancelled Flight a flight before it takes off but I can't get a hold of ANYONE because all lines are busy.,0
1169,569957170369814528,0,American,@user to realize your customer service leaves much to be desired and the folks handling the calls could care less...and it shows.,0
1170,569764857991467008,0,American,@user it doesn't allow me to hold. That's the problem.,0
1176,569720325165830144,1,American,@user I'm going to speak with customer service at the airport tomorrow morning and see what my options are. I need a flight tomorrow,1
1188,569944281512685570,0,American,@user FYI...call stilling getting dropped.  After an hour of continuous dialing. Attempted to Cancelled Flight online but not able to. HELP!!!,0
1191,570203943671865345,0,American,@user @user stated before I'm not getting any help there. Tk over 8 hrs yest to spk to a live person then told to chk the site.,0
1194,570101803708080128,2,American,@user appreciate it!!,2
1197,570221955976187904,1,American,"@user @user Yes, obviously! It just stinks that 4pm is the one option when she was supposed to fly at 7AM YESTERDAY.",0
1198,569972513721229312,0,American,"@user hah, best flight attendant response, if you not happy getting screwed over, you have other carriers.   hahahah pathetic",0
1207,569625210070175744,0,American,@user I let a crew member know every time this happens.  Which is most of the time.,0
1211,569974234908389376,2,American,"@user thanks, I'll look forward to the response.",2
1214,569597072350978048,0,American,@user I DMed you my AA &amp; phone #s &amp; you can't have someone call me? What was the point of your response? You didn't resolve anything!,0
1221,569621852718411776,0,American,@user understand waiting 2+ hours for callback on the exec plat line but when call dropped the agent could at least try again,0
1223,570270444646850561,0,American,@user car accident on my way to the airport. Missed flight from rno to dca. Trying to resched but your line has 2 hr wait,0
1230,570272880556011520,2,American,"@user new plane, #gogo, easy power for laptop, iPhone, just missing a good boat-style swivel cup holder for my #dietcoke #happyflier",2
1235,570267562623152128,0,American,@user you could train your flight attendants to have some manners and decency,0
1238,569951222515539968,1,American,@user could you check if there is SVU space on AA199 MXP-JFK Feb 28th? Thanks,1
1239,569696864091697152,0,American,@user I've been tryin to use my voucher to book a flight the last 2days. Lines are busy. Plse help me?The flight may go up.,0
1240,569782460000514048,0,American,"@user is terrible, my flights Cancelled Flighted and i've been on hold for the past 4 hours. Never again.",0
1246,569631375487139841,0,American,@user u Cancelled Flightled my flight for tomorrow and tell me to call reservations but then refuse to take my call!!!  #not cool #hateful,0
1247,570271383005085696,0,American,@user I'm frustrated by all of the @user attitude toward #ExecPlat members. #thenewamerican,0
1279,570028125024706561,0,American,"@user now I have to wait ""more than 60 minutes""",0
1283,569706793531629570,0,American,@user how nice it would be if you had helpful flight attendants instead of the rude nasty ones you employ. #WhyAreYouYelling,0
1286,570222445971382273,1,American,@user I know this is probably a no but is there a way to get a cheaper airfare ticket if the flight is leaving in a few hours? 🙏,1
1289,569894969332400128,1,American,@user why is it from June 1 thru December 31 there are no bus/first milesaaver awards available from cun to nyc? #Explain #whyfly,0
1291,569607321908862977,0,American,@user flight was 2488 out of EWR STOP AT DALLAS THEN TO LA. I need to be in la tonight!,0
1293,570253932880007168,0,American,@user Please explain why it costs almost the same price of a full roundtrip fair to only change the departure time of a flight?,0
1302,569923730614460416,0,American,"@user 45min wait to get de-iced in Tulsa.Not good service.Looks like everyone will miss connections, not due to weather. Fight is on",0
1305,570302060035497984,0,American,@user thx for responding. I cant watch 2 mins of this film w/out it cutting in and out 4 prolonged prds of time. beyond frustrating,0
1306,570264179216510976,1,American,@user You're right. Someone is up to something...,1
1313,569694483769659392,0,American,@user 4828 but I just missed it because no one is at the gate to marshall us in so now I have to rent a car &amp; drive 5 hrs. So thanks.,0
1314,570266233003741184,1,American,@user I bet they do! I'm sure they have some form of wear and tear on their skin. I hope they will survive the rest of the winter xxx,0
1318,569972777593262080,0,American,"@user Miami-PhL flight Cancelled Flightled just as I got to the gate. No one from AA around, no one on the phone. Awful awful awful.",0
1319,569609590171676675,0,American,@user an hour at baggage carousel and still no luggage?? Nail in the coffin.,0
1325,569621367806664705,0,American,@user why was my flight from Miami to Dallas Monday  rescheduled to Tuesday?,0
1327,569801797851697152,0,American,@user why wont you find my luggage without blaming everyone else?,0
1331,569876152036290560,2,American,@user Will do. Appreciate the replies though.,2
1339,569703641096933377,0,American,@user is the new @user and both are worse than taking the @user #americanairlines #nocustomerservice #fail,0
1340,569818697113702400,0,American,@user Please stop changing my flights for Spring Break. This is the 5th time!,0
1349,570086488324485121,0,American,"Nice try @user I heard your crew whisper ""she's still at the hotel, she probably doesn't think she has to work until tomorrow""",0
1354,570283851018317824,0,American,@user cost me over 200 dollars because flight was Cancelled Flightled and couldn't even give me a food comp!! Fly @user @user they take,0
1379,570297548726005761,0,American,@user I Cancelled Flighted my flight. I really don’t need this much trouble.,0
1387,570184234498805761,0,American,@user @user So who do I need to talk to to ensure the statement is sent to my bank so I can get the credit for the charges?,0
1392,569626174617485313,0,American,"@user  Dear American, when did 2 hour hold times become the industry standard?  Have you heard of additional staffing during weather?",0
1394,569892024708689920,1,American,@user could you guys follow me so I can dm yall please,1
1398,569988016074149889,0,American,"@user oh I did. All I received back was an email saying "" delays happen"".. Uh huh..",0
1402,569717866611630081,2,American,"@user Joanna is wonderful, new flight booked by a very friendly and helpful agent during a very stressful day! Thank You!",2
1403,569642742852268032,0,American,@user they could be seen if your horrible customer service group would actually update the information! Never fly American again!,0
1408,569857415027564545,1,American,@user do you know if there is wifi on this flight? If so how much is it? Thank you :-),1
1413,569893064342437888,0,American,@user Thanks for the response.Tough night for all involved. Our flight got Cancelled Flightled as we started taxiing down the runway.,0
1414,570242829294960640,0,American,@user now we are waiting on nitrogen for the struts and the airport nozzle is not calibrated so they are trying to find another???,0
1415,569975778953142272,0,American,@user Another customer non service from you. If we waited for you to solve the problem we would miss the funeral. You suck!,0
