,tweet_id,labels,airline,text,pred
549,569637822929317890,0,US Airways,@user @user  nvm my bad it's been an hour and a half #thanks,2
550,569902284710084608,2,US Airways,@user 1899. Thanks,2
551,569544955800264704,0,US Airways,"@user I know you're dealing with the weather, but @user is a hot mess. Pls send reinforcements",0
557,569417702764363776,0,US Airways,@user have been on hold for 58 minutes - need help USAIR - why won't you help?,0
560,569621548446957568,1,US Airways,@user But good luck getting there! Not cool.,0
561,569301606891712512,1,US Airways,@user How long before departure do gates stay open? Will I make my connecting flight 1861 to RDU from flight 894???,1
562,568138663864852481,0,US Airways,"@user so mad I can't even believe  you guys Cancelled Flight my connecting flight after I leave the first stop, &amp; give me a useless hotel voucher",0
570,568544211370418176,0,US Airways,@user @user Total lack of cust. service for a mom flying solo w. baby. Will not be flying w. Am. Air again!!!,0
573,569663278298890241,0,US Airways,@user @user delay and mechanical issues on both my weekend flights. Ridiculous. Will tweet as long as we are delayed,0
576,569879601784041472,0,US Airways,@user I called more than 25 times to redeem mile points and can't get through.  You advertise the miles but make them very hard to use!,0
578,569638835539349504,1,US Airways,@user what's going on in CLT?,1
583,570083458925490176,0,US Airways,@user screwed me up big. 1st flight 1hr Late Flight. Made it to 2nd flight. CSM daryl wouldn't let me on the plane because we were (1/4),0
584,569523293356630016,0,US Airways,@user my option is to use twitter. Most of the people working for u have no clue what they do. they tell you to go to A4 but its b16,0
590,568257392195936259,1,US Airways,@user any plans to support #ApplePay on board? I have the USAirways MC and it would be nice to still use it if I forget the card.,1
596,569860355746213893,0,US Airways,@user you denied a mom her AM flight because she NEEDED her breast pumping parts on a full flight? Please FIX this ASAP!! #freeflight,0
597,569567252363812864,0,US Airways,@user your service in Philly is unacceptable. Look into better service✌️ a 16 yr old shouldnt have a hard time http,0
599,568793575300796417,1,US Airways,"@user 5223 out of Gainesville, FL",1
604,569883376041250816,0,US Airways,"@user 8 hour delay pho-mia, your airline is bad and getting worse, Foolish for american to merge.  You treat your customers like crap",0
605,569969714245431296,0,US Airways,@user we had a friend there telling the gate attendant and the stewardess what was going on #notourfaultyoudontuseyourgatesright,0
610,568003851145461760,2,US Airways,"@user @user @user provides you the best logistics experience for people all over India.
#Mumbai #Surat #NaviMumbai",2
613,569327664919498752,0,US Airways,@user please respond to me. I've been on hold on the reservations line for an hour and 45 minutes. I would really appreciate it.,0
614,569472029717610496,0,US Airways,"@user wow.. Flight Cancelled Flightled, slept on the floor at the airport and now flight delayed",0
616,569952376473300992,2,US Airways,@user made it! Just! Huge relief - thanks for your help!,2
624,569380098119499776,0,US Airways,@user Need help with a flight. Weather + funeral = tough combination. On hold for over an hour. Please?,0
626,568110197966643201,0,US Airways,"@user 
Are you an incompetent airline every day, or just days that end in 'y'?",0
628,567841818357964800,2,US Airways,"@user thx 4 replying. After trying 2 get thru many times, &amp; v-mail or people hanging up on, us we talked 2 tech...cont'd",0
639,570079855821389824,0,US Airways,"@user membership has no privileges anymore - my son is in the army, short window to see him - NO help.",0
640,569775147919372288,1,US Airways,"@user 4469, thank you for asking.",2
644,569386555107733505,0,US Airways,@user how do you do that? You guys need to have much better communication. How? How can we do that?,0
647,568394432900431872,0,US Airways,@user lol thanks to you we had to switch to American http,2
652,569596034059358208,0,US Airways,"@user @user don't need this link, after getting a person u now say u don't know where bags are. Lost on a nonstop phx to jfk.",0
653,568431753272168448,0,US Airways,@user I'm trying to merge my freq flyer accts but keep getting an error message and only a machine when calling the # provided. Help!,0
654,569136050951622656,2,US Airways,@user a big thanks to the gate agent flt5127..keeping us informed of the delay#greatcustomerservice,2
658,569967469135142914,0,US Airways,@user you idiots kept an on time plane on the Tarmac for over an hour forcing us to not be there 10 minutes before.,0
661,568873199250706433,1,US Airways,@user hi there I am flying MYR-CLT-ORD tomorrow is weather looking ok or problematic?,1
666,569757977785184256,0,US Airways,@user there's over 50 people in line and only one agent!,0
670,568531781835571200,1,US Airways,@user would like to see you do similar in PHL! http,2
675,568877353478299648,0,US Airways,"@user more lies, they said in their email we were delayed due to weather when the sky was clear in the city we were departing.",0
682,570271160363057154,1,US Airways,@user I didn't make a reservation yet. It's about changing name on my dividend miles account,0
700,568106783241211904,0,US Airways,@user your agent did not say,0
704,569353501123280896,0,US Airways,@user I had to sit in your kitchen and move stuff around so I had what I needed. I'm extremely disappointed in your service,0
721,569376311824621568,0,US Airways,@user HELLO?! It's been FOUR HOURS since plane landed!   Flt 630 phx to JFK.  3 hrs on Tarmac waiting 4 gate. Plus an hour no bags yet,0
730,569332399471001600,0,US Airways,@user so far no call back,0
734,567926839630557184,0,US Airways,@user Worst experience ever. Unable 2 help over phone and told at last min cabin crew unavailable for flight. Never again #USAirways,0
738,569326785353129984,0,US Airways,@user From here on out when I can at all I'm flying @user Since when is a plane getting stuck in a drift for 2 hours a weather issue?,0
741,569967974284713984,0,US Airways,@user Thanks but when I asked for a change with no cost for you the only desition was nade by computer. Now is Late Flight,0
744,568806267940048896,2,US Airways,@user Reservation agent on the phone did a great job.,2
745,569139808804605953,0,US Airways,@user Saying my friend missed her flight when she clearly sat next to me on the plane &amp; now you're Cancelled Flighting her flight home.. WTF!?,0
753,569894983265710081,1,US Airways,"@user thank you, but it says the website is down",0
755,569584885108748290,0,US Airways,@user Flight 4210 been sitting @user gate 27 for 10 min w door open since we arrived. Still no jet bridge. Can someone help?,0
758,570119853312311296,2,US Airways,"@user great crew for flight 504 PHX to YVR tonight! Friendly, efficient. Awesome job.",2
766,569604041141039104,1,US Airways,@user  Mad love http NYC-,2
769,568869609622904832,2,US Airways,@user Shavon at customer service desk in Charlotte was fantastic! So helpful and smiling evn after what sounds like long day.Reward her,2
771,568861899435016192,2,US Airways,@user - Check-in staff at PHX are awesome! Great traffic control for general boarding.,2
792,569944182011379712,0,US Airways,"@user US 728 pilot started the flight by announcing arrival into Gatwick, not Heathrow. Moments of concern for all aboard.",0
814,568148808993013761,0,US Airways,@user What's the point of a baggage claim ticket if they don't scan it  for tracking?,0
820,568947623626846208,0,US Airways,"@user @user I'm stuck in the airport in fresno trying to beat the storm to pittsburgh, and you guys have offered nothing. HORRID",0
825,569627477200535552,0,US Airways,@user what's the deal with the flight computer network?,0
831,568885966523527168,1,US Airways,"@user I'm not a frequent flyer with US airways, I'm qantas? Can I still get notifications? Thank you",1
845,569609621834301440,0,US Airways,@user and after six hours even the gate agent got fed up and left us all on line in front of an empty desk. Stay classy US Air.,0
854,567734790108225536,0,US Airways,"@user They charged me for a flight they Cancelled Flightled, unbelievable and unheard of",0
857,567812370690605056,1,US Airways,@user @user theres only one flt PHL-CRW per day.,1
867,568569646389067776,0,US Airways,"@user @user completed. If that's the case then why does it still say ""in progress"" on Paypal's website. I reserved on the 13th.",0
870,569304295444774912,0,US Airways,".@USAirways worst experience of all time. Will never, ever, ever travel with you again. EVER",0
872,569672330261106688,1,US Airways,"@user @user Yea, they will give you 5 cents on the dollar!",1
880,568250311455981570,0,US Airways,@user #flight4592 LET US OFF THIS PLANE!!!  please go to a gate.  This is absurd.,0
883,569161513056935936,0,US Airways,@user - been on hold with reservations for over 30 min already! #worstairline,0
886,568574989688901632,0,US Airways,@user still no rep can talk 3 days Late Flightr. U r asking me to checkin to my flight tmrw and my refund is being requested.  Deal w this!!,0
888,569972250385862656,0,US Airways,@user only happened because u couldn't get us home the next day. #flydelta #flysouthwest #flyjetblue #theyareallbetter #stillnobags,0
895,567729325810917377,0,US Airways,@user No kidding. Oy.,1
896,567848107456749569,1,US Airways,@user and if the flight is full?,1
897,568474546275287040,0,US Airways,"@user Stuck in Philadelphia airport for 32 hours due to ""maintenance"". Dreading my flight back home. Disgusting.",0
924,568134534857764864,0,US Airways,@user so I would have to go though the entire process again just to get you people on the phone???????? #usairwayssucks,0
925,568957769858060290,0,US Airways,@user you have to be crazy! Treated my mom very poorly. Not happy! #usairwaysfail,0
927,568029682626650112,2,US Airways,@user You all work hard at making sure things flow smoothly. Keeping positive.,2
928,569958301443739650,0,US Airways,@user Don't blame it on weather. Rep at counter cost me entire day - not weather.  Printed Boarding Pass too Late Flight. #TakeResponsibility,0
932,569289836995190784,2,US Airways,"@user #ShoutOut 2 Kristie(sp?) from Gate4 @ PVD today. She's a #RockStar, was a tremendous help in a tough situation. #PromoteThatGirl",2
935,569833680316829696,0,US Airways,@user You guys are screwing up my trip. Thanks for nothing. #lazy,0
937,567812687893262336,2,US Airways,"@user Frustrating days!No flights home, changed airlines. Thank you PHL USAirway employees &amp; @user for help getting me back to IAH.",0
939,569656884262793216,1,US Airways,@user Cancelled Flightled the last part of a ticket and am confused from the email I received whether value remains. Is there someone I can ask?,0
941,569479822226952192,0,US Airways,"@user my flight got Cancelled Flightled to Charlotte. Been on hold for an hour, pls pick up!",0
949,569963395652280320,2,US Airways,@user I made it! Thanks for the help!,2
950,570109961511895040,0,US Airways,@user is utterly unreliable! They didn't schedule a pilot for their US624 flight out of Seattle - flights are delayed #usairwaysfail,0
959,569220920218296320,0,US Airways,@user now what? You Cancelled Flightled my flight again... Are you paying for my hotel?,0
970,569612804350717953,2,US Airways,"@user despite mechanical issues and many delays followed by a Cancelled Flightlation, still getting to Vegas thanks to great gate agents!",2
975,569548800169283586,0,US Airways,@user @user three hour flight delay. On the phone for 45min and counting.,0
978,567802781877407744,2,US Airways,@user thanks!,2
980,570020147827752961,0,US Airways,"@user should, but didn’t.",1
981,568217681838641152,2,US Airways,@user shout out to the pilots and FC attendant(Eliz) of US 673. Super strong crosswinds during landing. Eliz did a super job throughout,2
998,568006455317667840,0,US Airways,@user I gave up http,0
999,567832862130577408,0,US Airways,@user ticket couldnt be used bc unable to get to departing dest (RSW) bc of blizzard in BOS. Told only way to use credit is $200 fine,0
1002,570105696219308033,0,US Airways,@user can't get back lost time,0
1003,568969667106045952,0,US Airways,@user I purchased a $49 upgrade on a flight 2 weeks ago and you gave it to someone else but I have not received a refund. Is this SOP?,0
1004,568451849054851072,2,US Airways,@user #tbt every day.,1
1009,569429468781150208,0,US Airways,@user on hold for 2 hours now have been calling since Monday! I have a flight today need help now!!! #worst #NoExcusesAccepted,0
1010,570008684413104128,1,US Airways,@user i have a question. i need to talk to someone by email. Can you give me your email address? Thanks.,1
1017,569758649112854529,0,US Airways,@user Like I thought this was America.  When did US Airways start operating under the rules of communist Russia?,0
1025,570069362310324224,0,US Airways,"@user  US1799 CLT-&gt;SFO in first no desert, no snack basket. Incoming was on time ? What’s up?",0
1026,567850465406394368,0,US Airways,@user I have a voucher from a past trip that was delayed. I thought I had to talk to someone on the phone to use it. Is that not true?,0
1030,568061283200839681,0,US Airways,@user still can't get through and travel in 2 days. #ridiculous #donthavehighhopes,0
1035,569572095794917376,0,US Airways,@user in 140 characters? Yea right.   Thanks for patronizing.,0
1043,568037876761546753,2,US Airways,@user still not in the air for deicing of plane. I'll miss connect but customer service was helpful.I'm hoping to catch the next flight,0
1052,568564623156211712,0,US Airways,"@user Appreciate the calls when flight's delayed, but the recorded msg is tedious &amp; just goes on &amp; on. I vote for texts if practical :)",0
1062,569970659297792000,2,US Airways,@user look out for flying rocks this time! It's a bird it's a plane! Nah never mind it's just a rock...,1
1063,567728285174743041,0,US Airways,@user I did and it's been a disaster. You had me sitting on the runway only to bring the plane back to the gate smh,0
1066,569484781668458496,0,US Airways,@user sad experience today on 4663.  Family on Southwest direct to MCO. My loyalty to USAir = not vacationing with my boys today.,0
1072,568070386627305472,0,US Airways,"@user Hey! I booked a flight (Isabelle Gramp, Boston to LAX), and it said that it charged my credit card but the transaction didn't go",0
1076,569912963273879552,0,US Airways,@user called 3x &amp; it says high call volumes call back. At $1 a minute for international calls is there any way someone can contact me?,0
1078,568748242109927424,2,US Airways,@user @user I am so going to miss US Airways.  You always provided great service and NEVER LET ME DOWN.,2
1088,567906248852533248,0,US Airways,@user your saving grace was our flight attendant Dallas who was amazing. wish he would transfer to Delta where I would see him again,2
1102,568218389619077121,2,US Airways,@user ice cream up front! Solid,2
1107,568447062976524288,0,US Airways,@user what's happening with 1217 Phl to LAX? Now 3 hr delay. Poor communication!,0
1108,568994755268513793,0,US Airways,@user Can you tell me why I waited 90 mins and then was charged the $25 phone change fee even tho I wasn't allow to make change online?,0
1110,570101746590093312,0,US Airways,@user my bag landed 1 day Late Flight at sfo at 11:40am. How can it be 10:01pm and I still don't have it? Flight 719 2/22/14,0
1111,569668704524308480,0,US Airways,"@user what is wrong in Boston? Why are only your plains not leaving tonight? Son needs to get back to state college, PA",0
1128,569356513061556225,0,US Airways,"@user I have fam thats supposed to fly 2/22 that are currently in the hosp.3 trys to speak to a human, yr phone sys cuts off. pls hlp!",0
1129,568211517398786048,0,US Airways,@user I was re accommodated for my DSM flight tonight after a delay from Myrtle Beach now the flight to DSM is back on for tonight?,0
1130,568937707994419200,0,US Airways,"@user how can I make a purchase, you take the money but I don't have a reservation...Explain",0
1131,568941140415803393,0,US Airways,@user @user u are the worst airline ever figure out the merger #dontmakemegooutside,0
1136,568877748967444480,0,US Airways,@user I keep calling your help line (800) 428-4322 and it keeps saying they are too busy to help &amp; to call back Late Flightr. FOR A WEEK NOW!,0
1138,569167658698067970,0,US Airways,"@user ""Owen F"" at DCA Gate 42: #rude.",0
1148,570019741806538752,1,US Airways,@user what's going on with US Airways flight 805?   Why diverted to Charlotte?,0
1153,567778512548167680,2,US Airways,@user thanks Travis at PHL A East checkin for knowing baggage policies. Skis &amp; boots count as 1. Teach your mgr who didn't know,2
1158,570286290203070465,0,US Airways,@user already did it. One person said they couldn't do anything another said she didn't know why the first person we talked 2 said that,0
1163,568248102018285570,0,US Airways,@user @user 2 trips in a row with missing luggage. Just like last time. I pay for baggage to be transported.,0
1177,568626974278733826,0,US Airways,"@user I doubt that, its 11:21p &amp; we r still being held captive on the ground at DCA! A little communication from up front would b nice.",0
1179,570151703410053120,0,US Airways,@user some flexibility on your part would be nice. This is why I love @user They're flexible &amp; not trying to take all my $.,2
1182,569212376421158912,0,US Airways,@user @user Is there a way to reserve a veg meal online for a flight to Brazil tomorrow? I've been onhold for more than 1 hour.,0
1185,569883910735159297,0,US Airways,"@user 2 days in a row, not buying it. I suggest you review your policy w respect to unaccompanied minors, should have had a seat on Sun",0
1187,569617777075625986,1,US Airways,@user No I need the corporate office number please as that is who is dealing with this for me. It's a 480 number.,0
1192,569905559652012032,0,US Airways,@user  Houston Gate 17 customer Service needs to treat people with respect. There are hardly people waiting! #chillpill #usairwaysfail,0
1193,569644694759714816,1,US Airways,@user can I get a beer please. Flight #1715,1
1199,569182303034974208,0,US Airways,@user what is with all the Cancelled Flightlations to PBI? We have pax at DCA that have been sent to 4 different lines between AAL and AWE. Help!,0
1203,568482472880697345,0,US Airways,"@user was switched to an American Airlines flight, not by choice, and now I am charged $50 for bags? Thought y'all merged?",0
1206,569528409723969537,0,US Airways,@user 40 minutes in baggage claim and no sign of luggage from our flight. UsAirways- your incompetence is overwhelming,0
1210,569985813712392194,0,US Airways,@user And you took away my 1st class seat.  Love being a Chairman Preferred and assigned row 24 seat B middle seat,0
1216,569683278715883523,0,US Airways,@user why won't you help me get my luggage back? I'm a teen trying to change the world in DC #Flight5182 #usairways,0
1217,568961160357285889,0,US Airways,@user i thought @user was the worst airline but nah. You guys are far worse. Is @user the only decent airline out there?,0
1218,569692835907129345,0,US Airways,"@user What is with your lost &amp; found.  My wife lost her phone in Philly, &amp; followed your web instructions to call an 800#.  No answer.",0
1222,569663875836219392,1,US Airways,@user Can you provide me with info about checking strollers and car seats?  Costs?  Restrictions?  Need to bring 2 seats 1 stroller.,1
1225,568246736222879744,0,US Airways,@user really frustrating to be endlessly waiting at PHL for a ground crew to taxi us in at 10pm at night. Why is this taking so long?!,0
1231,568408074161160192,0,US Airways,@user on flight # 556 delayed#connection help for flight # 561 # help via email,0
1232,567889710129029121,2,US Airways,@user Thank you!,2
1236,569518382883704832,0,US Airways,@user Handled. I found tkt on floor dropped by someone. No way - I’m in wheelchair - to get to podium.,0
1242,568100371794665472,0,US Airways,@user link doesn't work and I've tried tracking my bag several times. Still doesn't clarify where it is.,0
1243,570274750821486592,2,US Airways,@user thank you very much.,2
1244,569470776576880640,0,US Airways,@user @user i fell asleep from a call i placed midght.. guess what still on hold 7 am,0
